  ** CALCULATED FRACTIONAL ABUNDANCES (/H2) ** 


   RADIUS      H           H+          H-          H2+         H3+         He          He+         HeH+        C-          C+          
   7.079E+014  1.341E-034  9.437E-039  1.267E-035  2.751E-025  1.497E-013  1.524E-034  4.764E-007  1.119E-012  1.631E-020  2.251E-024
   7.943E+014  1.596E-034  2.079E-038  2.023E-035  2.777E-025  1.626E-013  2.343E-034  4.764E-007  1.366E-012  3.262E-020  2.338E-024
   8.913E+014  1.911E-034  4.254E-038  3.205E-035  2.804E-025  1.764E-013  3.579E-034  4.764E-007  1.588E-012  6.491E-020  2.422E-024
   1.000E+015  2.314E-034  8.161E-038  5.045E-035  2.833E-025  1.911E-013  5.441E-034  4.764E-007  1.773E-012  1.258E-019  2.504E-024
   1.122E+015  2.857E-034  1.483E-037  7.900E-035  2.863E-025  2.069E-013  8.246E-034  4.764E-007  1.917E-012  2.338E-019  2.586E-024
   1.259E+015  3.642E-034  2.583E-037  1.232E-034  2.897E-025  2.237E-013  1.248E-033  4.764E-007  2.026E-012  4.130E-019  2.669E-024
   1.413E+015  4.854E-034  4.358E-037  1.918E-034  2.936E-025  2.418E-013  1.893E-033  4.764E-007  2.103E-012  6.929E-019  2.753E-024
   1.585E+015  6.808E-034  7.203E-037  2.987E-034  2.979E-025  2.612E-013  2.879E-033  4.764E-007  2.157E-012  1.108E-018  2.839E-024
   1.778E+015  9.981E-034  1.179E-036  4.658E-034  3.029E-025  2.820E-013  4.390E-033  4.764E-007  2.192E-012  1.697E-018  2.929E-024
   1.995E+015  1.505E-033  1.931E-036  7.272E-034  3.085E-025  3.043E-013  6.687E-033  4.765E-007  2.214E-012  2.505E-018  3.022E-024
   2.239E+015  2.289E-033  3.190E-036  1.134E-033  3.149E-025  3.281E-013  1.013E-032  4.765E-007  2.228E-012  3.588E-018  3.119E-024
   2.512E+015  3.474E-033  5.345E-036  1.764E-033  3.222E-025  3.537E-013  1.523E-032  4.766E-007  2.236E-012  5.012E-018  3.220E-024
   2.818E+015  5.231E-033  9.091E-036  2.724E-033  3.304E-025  3.812E-013  2.262E-032  4.766E-007  2.240E-012  6.859E-018  3.327E-024
   3.162E+015  7.815E-033  1.567E-035  4.171E-033  3.395E-025  4.107E-013  3.321E-032  4.767E-007  2.242E-012  9.228E-018  3.439E-024
   3.548E+015  1.161E-032  2.725E-035  6.321E-033  3.496E-025  4.424E-013  4.816E-032  4.768E-007  2.243E-012  1.224E-017  3.557E-024
   3.981E+015  1.717E-032  4.770E-035  9.476E-033  3.608E-025  4.764E-013  6.904E-032  4.769E-007  2.244E-012  1.606E-017  3.681E-024
   4.467E+015  2.536E-032  8.365E-035  1.404E-032  3.730E-025  5.130E-013  9.791E-032  4.771E-007  2.244E-012  2.087E-017  3.813E-024
   5.012E+015  3.748E-032  1.465E-034  2.059E-032  3.863E-025  5.525E-013  1.375E-031  4.773E-007  2.244E-012  2.691E-017  3.952E-024
   5.623E+015  5.547E-032  2.563E-034  2.986E-032  4.007E-025  5.949E-013  1.914E-031  4.775E-007  2.244E-012  3.447E-017  4.100E-024
   6.310E+015  8.229E-032  4.481E-034  4.289E-032  4.161E-025  6.405E-013  2.642E-031  4.777E-007  2.244E-012  4.391E-017  4.256E-024
   7.079E+015  1.223E-031  7.860E-034  6.105E-032  4.326E-025  6.889E-013  3.622E-031  4.780E-007  2.244E-012  5.563E-017  4.423E-024
   7.943E+015  1.817E-031  1.401E-033  8.619E-032  4.501E-025  7.379E-013  4.937E-031  4.784E-007  2.244E-012  7.001E-017  4.602E-024
   8.913E+015  2.687E-031  2.625E-033  1.206E-031  4.686E-025  7.783E-013  6.702E-031  4.789E-007  2.244E-012  8.717E-017  4.798E-024
   1.000E+016  3.926E-031  5.611E-033  1.665E-031  4.881E-025  7.806E-013  9.088E-031  4.797E-007  2.244E-012  1.064E-016  5.020E-024
   1.122E+016  5.596E-031  1.562E-032  2.215E-031  5.087E-025  6.776E-013  1.236E-030  4.812E-007  2.244E-012  1.252E-016  5.299E-024
   1.259E+016  7.742E-031  6.249E-032  2.667E-031  5.302E-025  4.261E-013  1.691E-030  4.842E-007  2.243E-012  1.388E-016  5.718E-024
   1.413E+016  1.091E-030  3.390E-031  2.623E-031  5.515E-025  1.871E-013  2.328E-030  4.904E-007  2.241E-012  1.420E-016  6.503E-024
   1.585E+016  1.888E-030  2.168E-030  2.113E-031  5.709E-025  8.485E-014  3.215E-030  5.030E-007  2.238E-012  1.319E-016  8.298E-024
   1.778E+016  4.756E-030  1.484E-029  1.776E-031  5.860E-025  4.493E-014  4.520E-030  5.268E-007  2.232E-012  1.090E-016  1.313E-023
   1.995E+016  1.454E-029  1.034E-028  1.754E-031  5.976E-025  2.846E-014  6.767E-030  5.687E-007  2.222E-012  8.145E-017  2.818E-023
   2.239E+016  4.178E-029  7.006E-028  2.210E-031  6.160E-025  2.390E-014  1.175E-029  6.349E-007  2.205E-012  6.070E-017  8.020E-023
   2.512E+016  9.815E-029  4.339E-027  4.150E-031  6.678E-025  2.804E-014  2.727E-029  7.241E-007  2.176E-012  4.518E-017  2.694E-022
   2.818E+016  1.754E-028  2.293E-026  1.337E-030  8.033E-025  3.910E-014  9.729E-029  8.160E-007  2.132E-012  3.249E-017  9.525E-022
   3.162E+016  2.348E-028  9.691E-026  6.727E-030  1.101E-024  5.188E-014  5.018E-028  8.637E-007  2.067E-012  2.332E-017  3.226E-021
   3.548E+016  2.413E-028  3.117E-025  4.033E-029  1.646E-024  5.788E-014  2.998E-027  8.060E-007  1.977E-012  1.740E-017  9.646E-021
   3.981E+016  1.888E-028  7.397E-025  2.357E-028  2.443E-024  5.230E-014  1.738E-026  6.102E-007  1.860E-012  1.311E-017  2.441E-020
   4.467E+016  1.041E-028  1.264E-024  1.196E-027  3.258E-024  3.803E-014  8.614E-026  3.295E-007  1.721E-012  8.943E-018  5.179E-020
   5.012E+016  3.586E-029  1.510E-024  5.078E-027  3.616E-024  2.163E-014  3.439E-025  1.060E-007  1.564E-012  4.379E-018  9.130E-020
   5.623E+016  7.072E-030  1.228E-024  1.894E-026  3.158E-024  1.016E-014  1.121E-024  2.254E-008  1.394E-012  1.145E-018  1.310E-019
   6.310E+016  9.120E-031  6.603E-025  6.991E-026  2.067E-024  4.233E-015  3.312E-024  3.884E-009  1.213E-012  1.674E-019  1.542E-019
   7.079E+016  1.234E-031  2.308E-025  3.013E-025  9.809E-025  1.601E-015  1.098E-023  5.897E-010  1.005E-012  3.044E-020  1.554E-019
   7.943E+016  3.512E-032  5.190E-026  1.862E-024  3.317E-025  5.791E-016  5.696E-023  5.889E-011  7.453E-013  3.854E-020  1.408E-019
   8.913E+016  4.119E-032  7.769E-027  2.795E-023  8.120E-026  2.750E-016  8.711E-022  3.192E-012  4.627E-013  7.135E-020  1.185E-019
   1.000E+017  8.376E-032  9.332E-028  8.572E-022  1.562E-026  1.504E-016  3.133E-020  1.273E-013  2.356E-013  1.010E-019  9.332E-020
   1.122E+017  1.054E-031  1.242E-028  1.160E-020  2.643E-027  7.894E-017  5.133E-019  5.715E-015  9.829E-014  9.123E-020  6.809E-020
   1.259E+017  7.086E-032  1.977E-029  5.672E-020  4.021E-028  4.038E-017  2.961E-018  6.138E-016  3.299E-014  4.922E-020  4.544E-020
   1.413E+017  2.729E-032  3.390E-030  1.204E-019  5.202E-029  2.029E-017  7.089E-018  1.658E-016  8.598E-015  1.481E-020  2.734E-020
   1.585E+017  6.216E-033  5.853E-031  1.256E-019  5.372E-030  9.970E-018  7.937E-018  5.369E-017  1.666E-015  2.252E-021  1.459E-020
   1.778E+017  8.203E-034  9.760E-032  7.142E-020  4.166E-031  4.763E-018  4.595E-018  1.751E-017  2.283E-016  1.506E-022  6.792E-021
   1.995E+017  6.030E-035  1.517E-032  2.925E-020  2.276E-032  2.196E-018  1.819E-018  5.632E-018  2.089E-017  3.599E-024  2.705E-021
   2.239E+017  2.403E-036  2.125E-033  1.546E-020  8.201E-034  9.666E-019  8.848E-019  1.768E-018  1.198E-018  2.310E-026  9.047E-022
   2.512E+017  5.264E-038  2.598E-034  1.269E-020  1.810E-035  4.003E-019  6.398E-019  5.345E-019  4.021E-020  2.833E-029  2.487E-022
   2.818E+017  6.634E-040  2.677E-035  1.247E-020  2.257E-037  1.528E-019  5.347E-019  1.530E-019  7.642E-022  4.921E-033  5.493E-023
   3.162E+017  4.882E-042  2.241E-036  1.221E-020  1.452E-039  5.248E-020  4.334E-019  4.070E-020  1.501E-023  3.063E-037  9.495E-024
   3.548E+017  2.006E-044  1.463E-037  1.101E-020  4.375E-042  1.583E-020  3.184E-019  9.905E-021  1.507E-024  5.694E-039  1.248E-024
   3.981E+017  4.224E-047  7.072E-039  8.851E-021  5.480E-045  4.102E-021  2.087E-019  2.195E-021  2.268E-025  2.880E-041  1.206E-025
   4.467E+017  3.018E-050  2.329E-040  5.745E-021  2.441E-048  9.163E-022  1.273E-019  4.583E-022  2.670E-026  1.618E-043  8.252E-027
   5.012E+017  1.571E-053  5.387E-042  3.583E-021  4.361E-052  1.787E-022  7.980E-020  9.528E-023  2.476E-027  1.125E-045  3.823E-028
   RADIUS      PC2H4+      CH3COOH     C5-         HCOOCH3     SiS+        C5          SiS         SiO2        H2NCS+      HOCHCHOH    



   RADIUS      OCS+        HNCSH+      OCS         HOCHCHOH+   CH3COOH+    C5+         H2SCN+      HOCH2CHO    HCOOCH3+    HOCH2CHO+   
   1.000E+014  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000
   1.122E+014  3.101E-023  1.584E-025  7.661E-014  9.760E-036  7.792E-060  3.762E-046  7.702E-026  4.867E-051  6.253E-036  2.239E-059
   1.259E+014  6.469E-023  1.385E-024  1.315E-013  2.991E-034  2.686E-057  3.772E-045  6.604E-025  8.653E-049  1.759E-034  7.885E-057
   1.413E+014  1.008E-022  5.534E-024  1.678E-013  1.791E-033  1.271E-055  1.336E-044  2.600E-024  2.675E-047  9.750E-034  3.760E-055
   1.585E+014  1.414E-022  1.544E-023  1.904E-013  5.649E-033  2.520E-054  3.181E-044  7.172E-024  3.888E-046  2.876E-033  7.485E-054
   1.778E+014  1.928E-022  3.512E-023  2.044E-013  1.275E-032  3.117E-053  6.356E-044  1.618E-023  3.766E-045  6.104E-033  9.275E-053
   1.995E+014  2.693E-022  7.028E-023  2.140E-013  2.355E-032  2.875E-052  1.193E-043  3.214E-023  2.827E-044  1.062E-032  8.567E-052
   2.239E+014  3.999E-022  1.292E-022  2.224E-013  3.818E-032  2.151E-051  2.224E-043  5.874E-023  1.748E-043  1.623E-032  6.416E-051
   2.512E+014  6.309E-022  2.242E-022  2.324E-013  5.657E-032  1.342E-050  4.201E-043  1.015E-022  9.024E-043  2.267E-032  4.005E-050
   2.818E+014  1.017E-021  3.749E-022  2.466E-013  7.862E-032  7.028E-050  8.020E-043  1.691E-022  3.909E-042  2.970E-032  2.100E-049
   3.162E+014  1.606E-021  6.136E-022  2.692E-013  1.043E-031  3.144E-049  1.534E-042  2.760E-022  1.454E-041  3.714E-032  9.403E-049
   3.548E+014  2.452E-021  9.978E-022  3.078E-013  1.336E-031  1.232E-048  2.918E-042  4.482E-022  4.811E-041  4.488E-032  3.689E-048
   3.981E+014  3.652E-021  1.636E-021  3.781E-013  1.666E-031  4.401E-048  5.502E-042  7.346E-022  1.479E-040  5.287E-032  1.319E-047
   4.467E+014  5.424E-021  2.744E-021  5.094E-013  2.035E-031  1.478E-047  1.026E-041  1.233E-021  4.340E-040  6.112E-032  4.431E-047
   5.012E+014  8.218E-021  4.768E-021  7.520E-013  2.446E-031  4.748E-047  1.893E-041  2.146E-021  1.226E-039  6.966E-032  1.425E-046
   5.623E+014  1.287E-020  8.654E-021  1.179E-012  2.904E-031  1.464E-046  3.458E-041  3.902E-021  3.316E-039  7.856E-032  4.394E-046
   6.310E+014  2.077E-020  1.642E-020  1.873E-012  3.411E-031  4.293E-046  6.257E-041  7.419E-021  8.462E-039  8.793E-032  1.290E-045
   7.079E+014  3.389E-020  3.227E-020  2.899E-012  3.974E-031  1.184E-045  1.122E-040  1.460E-020  2.011E-038  9.786E-032  3.558E-045
   7.943E+014  5.485E-020  6.454E-020  4.288E-012  4.599E-031  3.039E-045  1.999E-040  2.921E-020  4.430E-038  1.085E-031  9.146E-045
   8.913E+014  8.697E-020  1.285E-019  6.039E-012  5.295E-031  7.253E-045  3.539E-040  5.807E-020  9.068E-038  1.199E-031  2.185E-044
   1.000E+015  1.345E-019  2.490E-019  8.138E-012  6.070E-031  1.616E-044  6.247E-040  1.123E-019  1.739E-037  1.323E-031  4.876E-044
   1.122E+015  2.032E-019  4.628E-019  1.057E-011  6.935E-031  3.390E-044  1.104E-039  2.081E-019  3.161E-037  1.458E-031  1.024E-043
   1.259E+015  3.007E-019  8.178E-019  1.334E-011  7.903E-031  6.757E-044  1.964E-039  3.664E-019  5.505E-037  1.606E-031  2.043E-043
   1.413E+015  4.373E-019  1.372E-018  1.646E-011  8.989E-031  1.294E-043  3.516E-039  6.124E-019  9.288E-037  1.769E-031  3.916E-043
   1.585E+015  6.268E-019  2.194E-018  1.994E-011  1.021E-030  2.403E-043  6.293E-039  9.753E-019  1.535E-036  1.949E-031  7.281E-043
   1.778E+015  8.876E-019  3.362E-018  2.379E-011  1.158E-030  4.376E-043  1.115E-038  1.488E-018  2.513E-036  2.149E-031  1.327E-042
   1.995E+015  1.244E-018  4.965E-018  2.805E-011  1.314E-030  7.896E-043  1.937E-038  2.191E-018  4.115E-036  2.373E-031  2.396E-042
   2.239E+015  1.728E-018  7.113E-018  3.272E-011  1.489E-030  1.426E-042  3.299E-038  3.130E-018  6.799E-036  2.623E-031  4.329E-042
   2.512E+015  2.381E-018  9.938E-018  3.784E-011  1.688E-030  2.596E-042  5.506E-038  4.362E-018  1.139E-035  2.905E-031  7.885E-042
   2.818E+015  3.260E-018  1.360E-017  4.343E-011  1.914E-030  4.789E-042  9.026E-038  5.956E-018  1.938E-035  3.224E-031  1.455E-041
   3.162E+015  4.434E-018  1.830E-017  4.952E-011  2.170E-030  8.955E-042  1.457E-037  8.000E-018  3.339E-035  3.584E-031  2.721E-041
   3.548E+015  5.997E-018  2.429E-017  5.611E-011  2.461E-030  1.695E-041  2.321E-037  1.060E-017  5.808E-035  3.993E-031  5.151E-041
   3.981E+015  8.070E-018  3.187E-017  6.325E-011  2.793E-030  3.240E-041  3.656E-037  1.389E-017  1.017E-034  4.459E-031  9.848E-041
   4.467E+015  1.081E-017  4.143E-017  7.096E-011  3.172E-030  6.216E-041  5.707E-037  1.803E-017  1.783E-034  4.990E-031  1.890E-040
   5.012E+015  1.440E-017  5.342E-017  7.924E-011  3.605E-030  1.193E-040  8.839E-037  2.323E-017  3.124E-034  5.595E-031  3.630E-040
   5.623E+015  1.913E-017  6.845E-017  8.813E-011  4.100E-030  2.289E-040  1.360E-036  2.974E-017  5.465E-034  6.284E-031  6.968E-040
   6.310E+015  2.538E-017  8.721E-017  9.767E-011  4.666E-030  4.387E-040  2.081E-036  3.785E-017  9.556E-034  7.069E-031  1.336E-039
   7.079E+015  3.412E-017  1.105E-016  1.079E-010  5.311E-030  8.408E-040  3.172E-036  4.793E-017  1.676E-033  7.957E-031  2.562E-039
   7.943E+015  4.872E-017  1.391E-016  1.193E-010  6.037E-030  1.621E-039  4.822E-036  6.028E-017  2.987E-033  8.946E-031  4.940E-039
   8.913E+015  8.297E-017  1.733E-016  1.325E-010  6.829E-030  3.200E-039  7.320E-036  7.496E-017  5.600E-033  1.000E-030  9.756E-039
   1.000E+016  1.907E-016  2.115E-016  1.498E-010  7.630E-030  6.799E-039  1.112E-035  9.131E-017  1.197E-032  1.103E-030  2.072E-038
   1.122E+016  5.726E-016  2.490E-016  1.765E-010  8.312E-030  1.731E-038  1.694E-035  1.071E-016  3.334E-032  1.180E-030  5.269E-038
   1.259E+016  1.971E-015  2.761E-016  2.243E-010  8.703E-030  6.052E-038  2.585E-035  1.181E-016  1.334E-031  1.198E-030  1.840E-037
   1.413E+016  7.175E-015  2.825E-016  3.157E-010  8.784E-030  2.953E-037  3.941E-035  1.202E-016  7.241E-031  1.128E-030  8.985E-037
   1.585E+016  2.647E-014  2.627E-016  4.910E-010  9.085E-030  1.753E-036  5.978E-035  1.113E-016  4.633E-030  9.869E-031  5.351E-036
   1.778E+016  9.450E-014  2.173E-016  8.135E-010  1.113E-029  1.114E-035  9.126E-035  9.164E-017  3.175E-029  8.231E-031  3.418E-035
   1.995E+016  3.087E-013  1.628E-016  1.364E-009  1.875E-029  7.113E-035  1.463E-034  6.840E-017  2.218E-028  6.733E-031  2.195E-034
   2.239E+016  8.703E-013  1.218E-016  2.211E-009  4.344E-029  4.308E-034  2.731E-034  5.093E-017  1.508E-027  5.482E-031  1.339E-033
   2.512E+016  1.988E-012  9.098E-017  3.335E-009  1.188E-028  2.300E-033  7.228E-034  3.784E-017  9.389E-027  4.576E-031  7.221E-033
   2.818E+016  3.485E-012  6.552E-017  4.517E-009  3.340E-028  1.023E-032  3.017E-033  2.722E-017  5.008E-026  4.239E-031  3.250E-032
   3.162E+016  4.628E-012  4.694E-017  5.287E-009  9.045E-028  3.815E-032  1.709E-032  1.959E-017  2.150E-025  4.864E-031  1.234E-031
   3.548E+016  4.755E-012  3.493E-017  5.132E-009  2.309E-027  1.273E-031  1.171E-031  1.467E-017  7.098E-025  7.362E-031  4.230E-031
   3.981E+016  3.796E-012  2.627E-017  3.971E-009  5.547E-027  3.934E-031  9.370E-031  1.108E-017  1.757E-024  1.408E-030  1.364E-030
   4.467E+016  2.297E-012  1.791E-017  2.382E-009  1.255E-026  1.065E-030  8.251E-030  7.575E-018  3.210E-024  2.962E-030  3.949E-030
   5.012E+016  1.043E-012  8.784E-018  1.110E-009  2.660E-026  2.274E-030  7.525E-029  3.716E-018  4.262E-024  5.867E-030  9.372E-030
   5.623E+016  3.552E-013  2.312E-018  4.149E-010  5.169E-026  3.483E-030  6.941E-028  9.766E-019  4.071E-024  9.647E-030  1.686E-029
   6.310E+016  9.055E-014  3.491E-019  1.265E-010  9.560E-026  3.668E-030  6.938E-027  1.488E-019  2.769E-024  1.237E-029  2.247E-029
   7.079E+016  1.684E-014  7.617E-020  2.918E-011  1.887E-025  2.780E-030  8.085E-026  3.747E-020  1.331E-024  1.273E-029  2.343E-029
   7.943E+016  2.259E-015  1.033E-019  4.389E-012  4.386E-025  1.632E-030  1.148E-024  5.504E-020  4.425E-025  1.123E-029  2.033E-029
   8.913E+016  2.538E-016  1.873E-019  4.398E-013  1.082E-024  7.036E-031  3.129E-023  9.925E-020  9.709E-026  7.921E-030  1.285E-029
   1.000E+017  3.410E-017  2.476E-019  3.985E-014  2.115E-024  2.137E-031  1.478E-021  1.256E-019  1.361E-026  3.854E-030  4.557E-030
   1.122E+017  9.367E-018  1.980E-019  3.541E-015  2.943E-024  5.822E-032  2.778E-020  9.151E-020  1.459E-027  1.335E-030  9.996E-031
   1.259E+017  6.366E-018  9.284E-020  3.161E-016  3.121E-024  1.607E-032  1.774E-019  3.737E-020  1.907E-028  3.522E-031  2.266E-031
   1.413E+017  4.986E-018  2.496E-020  7.352E-017  2.671E-024  4.267E-033  4.724E-019  8.700E-021  3.238E-029  7.061E-032  5.958E-032
   1.585E+017  3.220E-018  3.558E-021  2.907E-017  1.868E-024  1.051E-033  5.950E-019  1.119E-021  5.815E-030  1.040E-032  1.526E-032
   1.778E+017  1.625E-018  2.301E-022  1.007E-017  1.062E-024  2.339E-034  3.629E-019  6.811E-023  1.016E-030  1.077E-033  3.558E-033
   1.995E+017  6.220E-019  5.323E-024  3.042E-018  4.856E-025  4.592E-035  1.030E-019  1.477E-024  1.654E-031  7.436E-035  7.322E-034
   2.239E+017  1.770E-019  3.246E-026  9.761E-019  1.761E-025  7.759E-036  1.347E-020  8.022E-027  2.426E-032  3.232E-036  1.295E-034
   2.512E+017  3.825E-020  3.641E-029  4.350E-019  4.999E-026  1.100E-036  1.481E-021  6.921E-030  3.097E-033  8.273E-038  1.917E-035
   2.818E+017  7.078E-021  5.708E-033  2.558E-019  1.093E-026  1.273E-037  7.476E-022  6.740E-034  3.329E-034  1.159E-039  2.313E-036
   3.162E+017  1.542E-021  1.591E-036  1.556E-019  1.809E-027  1.165E-038  6.095E-022  1.077E-036  2.905E-035  8.152E-042  2.208E-037
   3.548E+017  4.908E-022  1.635E-038  7.777E-020  2.214E-028  8.144E-040  4.445E-022  9.135E-039  1.978E-036  2.631E-044  1.609E-038
   3.981E+017  8.223E-023  8.332E-041  1.364E-020  1.971E-029  4.138E-041  2.793E-022  4.672E-041  1.001E-037  3.464E-047  8.559E-040
   4.467E+017  7.821E-025  4.691E-043  6.539E-023  1.440E-030  1.384E-042  1.322E-022  2.633E-043  3.554E-039  1.568E-050  3.087E-041
   5.012E+017  2.639E-026  3.244E-045  1.484E-025  7.670E-032  3.212E-044  6.051E-023  1.816E-045  8.910E-041  2.869E-054  7.765E-043
   RADIUS      OCS+        HNCSH+      OCS         HOCHCHOH+   CH3COOH+    C5+         H2SCN+      HOCH2CHO    HCOOCH3+    HOCH2CHO+   



   RADIUS      CH3COOH2+   HOCH2CH2O+  C3CCH+      C3CCH       HSiS        SiSH+       C5H+        HSiO2+      H2COOCH3+   C5H         
   1.000E+014  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000
   1.122E+014  6.837E-058  1.944E-057  3.655E-052  9.886E-044  5.542E-014  1.746E-016  9.828E-040  3.947E-022  4.300E-026  3.524E-042
   1.259E+014  2.287E-055  6.527E-055  4.267E-050  5.614E-042  1.272E-013  2.121E-016  1.377E-038  1.631E-021  1.407E-025  2.715E-040
   1.413E+014  1.063E-053  3.015E-053  7.167E-049  5.792E-041  2.123E-013  2.574E-016  5.333E-038  3.896E-021  2.175E-025  2.684E-039
   1.585E+014  2.094E-052  5.892E-052  5.112E-048  2.820E-040  3.108E-013  3.119E-016  1.260E-037  7.540E-021  2.457E-025  1.156E-038
   1.778E+014  2.592E-051  7.237E-051  2.261E-047  9.081E-040  4.247E-013  3.777E-016  2.341E-037  1.310E-020  2.335E-025  3.267E-038
   1.995E+014  2.404E-050  6.667E-050  7.410E-047  2.267E-039  5.562E-013  4.572E-016  3.903E-037  2.136E-020  1.994E-025  7.289E-038
   2.239E+014  1.816E-049  4.999E-049  1.984E-046  4.779E-039  7.084E-013  5.532E-016  6.300E-037  3.339E-020  1.589E-025  1.412E-037
   2.512E+014  1.146E-048  3.131E-048  4.604E-046  8.952E-039  8.846E-013  6.694E-016  1.024E-036  5.067E-020  1.210E-025  2.501E-037
   2.818E+014  6.089E-048  1.649E-047  9.616E-046  1.540E-038  1.089E-012  8.098E-016  1.690E-036  7.514E-020  8.968E-026  4.182E-037
   3.162E+014  2.768E-047  7.428E-047  1.855E-045  2.487E-038  1.327E-012  9.797E-016  2.818E-036  1.097E-019  6.547E-026  6.723E-037
   3.548E+014  1.103E-046  2.931E-046  3.368E-045  3.830E-038  1.603E-012  1.185E-015  4.702E-036  1.594E-019  4.764E-026  1.051E-036
   3.981E+014  4.001E-046  1.054E-045  5.832E-045  5.692E-038  1.925E-012  1.434E-015  7.800E-036  2.329E-019  3.492E-026  1.614E-036
   4.467E+014  1.362E-045  3.562E-045  9.740E-045  8.243E-038  2.301E-012  1.734E-015  1.282E-035  3.446E-019  2.611E-026  2.446E-036
   5.012E+014  4.432E-045  1.151E-044  1.584E-044  1.174E-037  2.740E-012  2.098E-015  2.084E-035  5.161E-019  2.017E-026  3.683E-036
   5.623E+014  1.383E-044  3.570E-044  2.528E-044  1.657E-037  3.254E-012  2.538E-015  3.352E-035  7.744E-019  1.631E-026  5.530E-036
   6.310E+014  4.112E-044  1.053E-043  3.994E-044  2.341E-037  3.855E-012  3.069E-015  5.337E-035  1.144E-018  1.393E-026  8.314E-036
   7.079E+014  1.151E-043  2.920E-043  6.306E-044  3.339E-037  4.560E-012  3.713E-015  8.415E-035  1.636E-018  1.263E-026  1.256E-035
   7.943E+014  3.005E-043  7.540E-043  1.004E-043  4.858E-037  5.388E-012  4.491E-015  1.316E-034  2.240E-018  1.210E-026  1.909E-035
   8.913E+014  7.307E-043  1.810E-042  1.629E-043  7.272E-037  6.360E-012  5.431E-015  2.042E-034  2.924E-018  1.214E-026  2.927E-035
   1.000E+015  1.661E-042  4.057E-042  2.714E-043  1.126E-036  7.502E-012  6.569E-015  3.153E-034  3.648E-018  1.264E-026  4.531E-035
   1.122E+015  3.554E-042  8.559E-042  4.673E-043  1.804E-036  8.846E-012  7.945E-015  4.862E-034  4.375E-018  1.349E-026  7.084E-035
   1.259E+015  7.228E-042  1.716E-041  8.316E-043  2.977E-036  1.043E-011  9.609E-015  7.525E-034  5.075E-018  1.465E-026  1.120E-034
   1.413E+015  1.411E-041  3.305E-041  1.521E-042  5.007E-036  1.229E-011  1.162E-014  1.172E-033  5.728E-018  1.609E-026  1.791E-034
   1.585E+015  2.670E-041  6.177E-041  2.834E-042  8.493E-036  1.448E-011  1.405E-014  1.828E-033  6.326E-018  1.776E-026  2.900E-034
   1.778E+015  4.945E-041  1.132E-040  5.319E-042  1.440E-035  1.706E-011  1.700E-014  2.829E-033  6.870E-018  1.965E-026  4.744E-034
   1.995E+015  9.056E-041  2.055E-040  9.976E-042  2.424E-035  2.009E-011  2.055E-014  4.308E-033  7.365E-018  2.171E-026  7.812E-034
   2.239E+015  1.656E-040  3.735E-040  1.860E-041  4.048E-035  2.365E-011  2.485E-014  6.423E-033  7.821E-018  2.390E-026  1.288E-033
   2.512E+015  3.047E-040  6.843E-040  3.437E-041  6.689E-035  2.783E-011  3.005E-014  9.375E-033  8.247E-018  2.617E-026  2.113E-033
   2.818E+015  5.671E-040  1.270E-039  6.281E-041  1.092E-034  3.273E-011  3.634E-014  1.341E-032  8.654E-018  2.848E-026  3.433E-033
   3.162E+015  1.069E-039  2.390E-039  1.133E-040  1.757E-034  3.846E-011  4.394E-014  1.887E-032  9.052E-018  3.079E-026  5.509E-033
   3.548E+015  2.040E-039  4.552E-039  2.013E-040  2.778E-034  4.515E-011  5.313E-014  2.614E-032  9.449E-018  3.306E-026  8.717E-033
   3.981E+015  3.935E-039  8.756E-039  3.511E-040  4.303E-034  5.295E-011  6.424E-014  3.577E-032  9.851E-018  3.526E-026  1.360E-032
   4.467E+015  7.623E-039  1.690E-038  5.990E-040  6.509E-034  6.200E-011  7.767E-014  4.842E-032  1.026E-017  3.735E-026  2.095E-032
   5.012E+015  1.478E-038  3.264E-038  9.973E-040  9.595E-034  7.250E-011  9.390E-014  6.495E-032  1.069E-017  3.931E-026  3.184E-032
   5.623E+015  2.866E-038  6.299E-038  1.618E-039  1.377E-033  8.464E-011  1.135E-013  8.642E-032  1.114E-017  4.111E-026  4.786E-032
   6.310E+015  5.552E-038  1.214E-037  2.554E-039  1.924E-033  9.869E-011  1.373E-013  1.142E-031  1.160E-017  4.272E-026  7.120E-032
   7.079E+015  1.076E-037  2.340E-037  3.922E-039  2.618E-033  1.151E-010  1.660E-013  1.499E-031  1.207E-017  4.409E-026  1.050E-031
   7.943E+015  2.096E-037  4.538E-037  5.858E-039  3.479E-033  1.351E-010  2.006E-013  1.954E-031  1.254E-017  4.510E-026  1.537E-031
   8.913E+015  4.179E-037  9.034E-037  8.493E-039  4.524E-033  1.617E-010  2.426E-013  2.521E-031  1.293E-017  4.549E-026  2.242E-031
   1.000E+016  8.963E-037  1.949E-036  1.189E-038  5.776E-033  2.024E-010  2.934E-013  3.198E-031  1.314E-017  4.476E-026  3.277E-031
