  ** CALCULATED FRACTIONAL ABUNDANCES (/H2) ** 


   RADIUS      H           H+          H-          H2+         H3+         He          He+         HeH+        C-          C+          
   2.818E+017  3.970E-032  6.654E-019  5.760E-015  2.664E-044  5.786E-036  7.336E-011  2.304E-058  4.735E-026  2.819E-029  3.567E-008
   3.162E+017  2.734E-034  2.322E-019  4.398E-015  2.017E-047  2.557E-038  6.696E-011  5.085E-061  5.971E-027  1.823E-031  3.670E-008
   3.548E+017  6.029E-037  7.043E-020  3.061E-015  9.508E-051  3.665E-041  6.138E-011  4.777E-064  5.443E-028  3.828E-034  3.775E-008
   3.981E+017  4.884E-040  1.826E-020  1.551E-015  2.707E-054  1.914E-044  5.624E-011  1.951E-067  3.573E-029  2.991E-037  3.881E-008
   4.467E+017  3.409E-043  4.129E-021  9.261E-016  8.921E-058  7.960E-048  4.750E-011  4.312E-071  1.911E-030  2.064E-040  3.985E-008
   5.012E+017  2.360E-046  8.166E-022  7.312E-016 -2.546E-061  3.152E-051  3.823E-011 -1.637E-073  8.036E-032  1.402E-043  4.087E-008
   RADIUS      CH2NH2+     SiH2        NO+         CH3CH3+     CH2NH2      P           C2H7+       CH2OH       CH3NH2      P+          



   RADIUS      SiH3        H2COH+      SiH3+       CF+         HNO+        CH3NH2+     CH3O        HNO         O2-         PH+         
   1.000E+014  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000
   1.122E+014  8.242E-031  1.667E-019  1.006E-023  2.158E-016  2.729E-021  2.221E-026  2.052E-017  4.258E-022  1.493E-036  3.215E-025
   1.259E+014  5.786E-030  1.267E-019  2.332E-023  4.778E-016  3.418E-021  2.742E-025  5.685E-017  5.413E-021  1.604E-035  9.682E-025
   1.413E+014  1.667E-029  8.864E-020  4.010E-023  7.822E-016  4.278E-021  1.025E-024  8.656E-017  3.288E-020  7.210E-035  2.051E-024
   1.585E+014  3.507E-029  5.757E-020  6.248E-023  1.126E-015  5.353E-021  2.410E-024  1.068E-016  1.640E-019  2.406E-034  3.698E-024
   1.778E+014  6.377E-029  3.511E-020  9.342E-023  1.505E-015  6.695E-021  4.458E-024  1.194E-016  7.810E-019  7.023E-034  6.095E-024
   1.995E+014  1.072E-028  2.043E-020  1.371E-022  1.917E-015  8.368E-021  7.123E-024  1.267E-016  3.610E-018  1.893E-033  9.503E-024
   2.239E+014  1.720E-028  1.173E-020  1.995E-022  2.362E-015  1.045E-020  1.032E-023  1.308E-016  1.553E-017  4.747E-033  1.429E-023
   2.512E+014  2.683E-028  7.153E-021  2.892E-022  2.839E-015  1.305E-020  1.397E-023  1.331E-016  5.861E-017  1.089E-032  2.096E-023
   2.818E+014  4.112E-028  5.182E-021  4.189E-022  3.351E-015  1.629E-020  1.796E-023  1.344E-016  1.857E-016  2.237E-032  3.015E-023
   3.162E+014  6.231E-028  4.786E-021  6.070E-022  3.897E-015  2.031E-020  2.225E-023  1.353E-016  4.890E-016  4.082E-032  4.265E-023
   3.548E+014  9.374E-028  5.350E-021  8.802E-022  4.480E-015  2.532E-020  2.679E-023  1.361E-016  1.089E-015  6.656E-032  5.941E-023
   3.981E+014  1.404E-027  6.567E-021  1.277E-021  5.103E-015  3.154E-020  3.161E-023  1.369E-016  2.112E-015  9.856E-032  8.165E-023
   4.467E+014  2.098E-027  8.341E-021  1.855E-021  5.767E-015  3.927E-020  3.674E-023  1.379E-016  3.683E-015  1.349E-031  1.110E-022
   5.012E+014  3.130E-027  1.071E-020  2.694E-021  6.474E-015  4.887E-020  4.229E-023  1.391E-016  5.925E-015  1.732E-031  1.496E-022
   5.623E+014  4.666E-027  1.378E-020  3.915E-021  7.226E-015  6.079E-020  4.843E-023  1.405E-016  8.969E-015  2.113E-031  2.001E-022
   6.310E+014  6.956E-027  1.777E-020  5.691E-021  8.025E-015  7.558E-020  5.540E-023  1.422E-016  1.296E-014  2.470E-031  2.663E-022
   7.079E+014  1.037E-026  2.292E-020  8.279E-021  8.874E-015  9.392E-020  6.361E-023  1.442E-016  1.806E-014  2.783E-031  3.528E-022
   7.943E+014  1.548E-026  2.958E-020  1.205E-020  9.773E-015  1.167E-019  7.360E-023  1.466E-016  2.445E-014  3.038E-031  4.656E-022
   8.913E+014  2.313E-026  3.819E-020  1.755E-020  1.072E-014  1.448E-019  8.625E-023  1.495E-016  3.235E-014  3.223E-031  6.125E-022
   1.000E+015  3.460E-026  4.931E-020  2.556E-020  1.173E-014  1.797E-019  1.028E-022  1.528E-016  4.199E-014  3.332E-031  8.039E-022
   1.122E+015  5.180E-026  6.368E-020  3.724E-020  1.279E-014  2.229E-019  1.253E-022  1.567E-016  5.364E-014  3.364E-031  1.053E-021
   1.259E+015  7.761E-026  8.221E-020  5.427E-020  1.390E-014  2.764E-019  1.567E-022  1.612E-016  6.758E-014  3.325E-031  1.376E-021
   1.413E+015  1.164E-025  1.061E-019  7.905E-020  1.507E-014  3.425E-019  2.013E-022  1.663E-016  8.414E-014  3.222E-031  1.796E-021
   1.585E+015  1.745E-025  1.368E-019  1.151E-019  1.630E-014  4.243E-019  2.657E-022  1.723E-016  1.037E-013  3.068E-031  2.341E-021
   1.778E+015  2.618E-025  1.761E-019  1.675E-019  1.758E-014  5.253E-019  3.600E-022  1.790E-016  1.266E-013  2.878E-031  3.048E-021
   1.995E+015  3.926E-025  2.265E-019  2.435E-019  1.892E-014  6.500E-019  4.986E-022  1.866E-016  1.532E-013  2.664E-031  3.965E-021
   2.239E+015  5.884E-025  2.908E-019  3.536E-019  2.031E-014  8.039E-019  7.028E-022  1.951E-016  1.841E-013  2.440E-031  5.154E-021
   2.512E+015  8.813E-025  3.726E-019  5.128E-019  2.176E-014  9.938E-019  1.004E-021  2.046E-016  2.197E-013  2.215E-031  6.696E-021
   2.818E+015  1.318E-024  4.763E-019  7.422E-019  2.326E-014  1.228E-018  1.445E-021  2.152E-016  2.604E-013  1.997E-031  8.693E-021
   3.162E+015  1.970E-024  6.074E-019  1.072E-018  2.482E-014  1.516E-018  2.091E-021  2.269E-016  3.070E-013  1.790E-031  1.128E-020
   3.548E+015  2.937E-024  7.726E-019  1.545E-018  2.642E-014  1.871E-018  3.028E-021  2.397E-016  3.598E-013  1.597E-031  1.463E-020
   3.981E+015  4.373E-024  9.800E-019  2.221E-018  2.808E-014  2.308E-018  4.381E-021  2.538E-016  4.195E-013  1.419E-031  1.898E-020
   4.467E+015  6.495E-024  1.240E-018  3.184E-018  2.980E-014  2.844E-018  6.313E-021  2.690E-016  4.867E-013  1.255E-031  2.460E-020
   5.012E+015  9.621E-024  1.563E-018  4.550E-018  3.156E-014  3.502E-018  9.051E-021  2.855E-016  5.622E-013  1.105E-031  3.189E-020
   5.623E+015  1.421E-023  1.966E-018  6.486E-018  3.338E-014  4.309E-018  1.290E-020  3.033E-016  6.465E-013  9.673E-032  4.140E-020
   6.310E+015  2.095E-023  2.464E-018  9.244E-018  3.525E-014  5.297E-018  1.833E-020  3.223E-016  7.406E-013  8.380E-032  5.397E-020
   7.079E+015  3.086E-023  3.077E-018  1.327E-017  3.716E-014  6.502E-018  2.633E-020  3.427E-016  8.459E-013  7.129E-032  7.138E-020
   7.943E+015  4.577E-023  3.829E-018  1.960E-017  3.908E-014  7.970E-018  4.010E-020  3.643E-016  9.663E-013  5.864E-032  9.810E-020
   8.913E+015  6.953E-023  4.744E-018  3.112E-017  4.092E-014  9.752E-018  7.152E-020  3.872E-016  1.113E-012  4.530E-032  1.466E-019
   1.000E+016  1.125E-022  5.845E-018  5.633E-017  4.246E-014  1.191E-017  1.622E-019  4.110E-016  1.318E-012  3.121E-032  2.513E-019
   1.122E+016  2.066E-022  7.152E-018  1.194E-016  4.324E-014  1.453E-017  4.387E-019  4.350E-016  1.672E-012  1.759E-032  5.025E-019
   1.259E+016  4.588E-022  8.681E-018  2.847E-016  4.250E-014  1.780E-017  1.219E-018  4.557E-016  2.426E-012  7.069E-033  1.123E-018
   1.413E+016  1.240E-021  1.046E-017  7.122E-016  3.936E-014  2.244E-017  3.123E-018  4.648E-016  4.294E-012  1.646E-033  2.643E-018
   1.585E+016  3.799E-021  1.259E-017  1.749E-015  3.364E-014  3.155E-017  7.003E-018  4.445E-016  9.408E-012  1.652E-034  6.403E-018
   1.778E+016  1.185E-020  1.550E-017  3.877E-015  2.640E-014  5.774E-017  1.354E-017  3.697E-016  2.434E-011  4.751E-036  1.676E-017
   1.995E+016  3.368E-020  2.050E-017  6.989E-015  1.950E-014  1.493E-016  2.262E-017  2.356E-016  6.898E-011  2.160E-038  5.250E-017
   2.239E+016  8.032E-020  2.941E-017  9.355E-015  1.405E-014  4.814E-016  3.257E-017  1.004E-016  1.998E-010  1.339E-042  1.998E-016
   2.512E+016  1.545E-019  4.207E-017  8.678E-015  1.014E-014  1.596E-015  3.976E-017  3.654E-017  5.630E-010 -1.892E-047  7.958E-016
   2.818E+016  2.377E-019  5.312E-017  5.354E-015  7.669E-015  4.563E-015  3.998E-017  2.119E-017  1.494E-009  3.264E-055  2.816E-015
   3.162E+016  3.003E-019  5.663E-017  2.328E-015  6.869E-015  9.995E-015  3.210E-017  1.316E-017  3.652E-009  1.793E-060  8.220E-015
   3.548E+016  3.300E-019  5.361E-017  8.552E-016  8.146E-015  1.649E-014  2.024E-017  7.329E-018  8.047E-009 -2.022E-068  1.988E-014
   3.981E+016  3.334E-019  4.746E-017  3.152E-016  1.241E-014  2.179E-014  9.832E-018  3.860E-018  1.554E-008  5.413E-071  4.059E-014
   4.467E+016  3.194E-019  3.913E-017  1.198E-016  2.152E-014  2.462E-014  3.532E-018  1.937E-018  2.544E-008 -1.067E-074  6.817E-014
   5.012E+016  2.934E-019  2.930E-017  4.274E-017  3.866E-014  2.418E-014  8.869E-019  9.123E-019  3.418E-008  5.883E-086  8.849E-014
   5.623E+016  2.592E-019  2.053E-017  1.297E-017  6.740E-014  1.911E-014  1.500E-019  4.173E-019  3.686E-008  3.790E-090  8.084E-014
   6.310E+016  2.198E-019  1.481E-017  3.958E-018  1.076E-013  1.050E-014  1.547E-020  2.003E-019  3.195E-008 -1.070E-097  4.981E-014
   7.079E+016  1.777E-019  1.120E-017  1.821E-018  1.658E-013  3.870E-015  8.488E-022  1.017E-019  2.286E-008 -9.280E-106  2.422E-014
   7.943E+016  1.353E-019  8.326E-018  1.341E-018  2.987E-013  1.165E-015  2.973E-023  5.121E-020  1.402E-008  2.519E-112  1.615E-014
   8.913E+016  9.504E-020  5.082E-018  1.131E-018  6.739E-013  3.670E-016  5.899E-024  2.130E-020  7.427E-009 -2.936E-121  1.662E-014
   1.000E+017  5.978E-020  1.910E-018  9.779E-019  1.464E-012  1.196E-016  8.710E-024  5.435E-021  3.222E-009 -2.206E-128  1.254E-014
   1.122E+017  3.254E-020  4.009E-019  8.385E-019  2.553E-012  3.853E-017  9.064E-024  7.226E-022  1.042E-009 -2.079E-136  5.719E-015
   1.259E+017  1.480E-020  7.991E-020  6.897E-019  3.569E-012  1.455E-017  4.293E-024  6.023E-023  2.274E-010  7.236E-145  2.388E-015
   1.413E+017  5.420E-021  3.864E-020  5.338E-019  4.140E-012  7.956E-018  1.024E-024  1.140E-023  3.032E-011  2.819E-155  1.540E-015
   1.585E+017  1.535E-021  2.499E-020  3.843E-019  4.062E-012  6.228E-018  1.922E-025  6.122E-024  2.246E-012  3.441E-165  1.220E-015
   1.778E+017  3.205E-022  1.429E-020  2.546E-019  3.402E-012  5.318E-018  3.801E-026  3.112E-024  9.916E-014  8.896E-175  9.082E-016
   1.995E+017  4.691E-023  7.106E-021  1.535E-019  2.444E-012  4.274E-018  5.887E-027  1.264E-024  8.389E-015 -5.007E-184  6.062E-016
   2.239E+017  4.561E-024  3.134E-021  8.335E-020  1.510E-012  3.076E-018  5.636E-028  3.971E-025  2.138E-015 -2.249E-196  3.600E-016
   2.512E+017  2.861E-025  1.216E-021  4.030E-020  8.037E-013  1.868E-018  2.753E-029  9.388E-026  5.227E-016  5.313E-208  1.889E-016
   2.818E+017  1.300E-026  4.031E-022  1.714E-020  3.676E-013  8.858E-019  5.530E-031  1.638E-026  8.819E-017  3.998E-218  8.686E-017
   3.162E+017  6.998E-028  1.118E-022  6.324E-021  1.437E-013  3.146E-019  3.808E-033  2.089E-027  8.565E-018 -1.046E-224  3.462E-017
   3.548E+017  5.259E-029  2.589E-023  1.996E-021  4.764E-014  9.215E-020  8.368E-036  1.931E-028  4.457E-019  1.774E-235  1.182E-017
   3.981E+017  3.496E-030  5.077E-024  5.375E-022  1.336E-014  2.914E-020  6.817E-039  1.292E-029  1.411E-020  1.761E-241  3.425E-018
   4.467E+017  2.108E-031  9.713E-025  1.444E-022  3.586E-015  1.645E-020  5.603E-042  7.088E-031  5.287E-022 -2.385E-252  8.387E-019
   5.012E+017  1.147E-032  1.708E-025  3.631E-023  8.870E-016  1.292E-020  5.870E-045  3.071E-032  4.713E-023  3.217E-258  1.879E-019
   RADIUS      SiH3        H2COH+      SiH3+       CF+         HNO+        CH3NH2+     CH3O        HNO         O2-         PH+         



   RADIUS      O2          S+          H2NO+       CH3NH3+     S-          SiH4        CH3OH+      S           O2+         PH          
   1.000E+014  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000
   1.122E+014  1.312E-013  2.983E-015  2.280E-026  1.050E-017  2.301E-023  3.438E-026  2.552E-023  4.331E-012  1.145E-019  2.151E-016
   1.259E+014  2.992E-013  3.741E-015  1.015E-025  1.684E-017  6.238E-023  1.482E-025  5.660E-023  7.922E-012  1.371E-019  1.271E-015
   1.413E+014  4.978E-013  4.669E-015  2.727E-025  1.937E-017  1.265E-022  3.497E-025  8.775E-023  1.385E-011  1.641E-019  3.143E-015
   1.585E+014  7.280E-013  5.818E-015  7.064E-025  1.925E-017  2.210E-022  6.524E-025  1.192E-022  2.179E-011  1.964E-019  5.693E-015
   1.778E+014  9.939E-013  7.243E-015  2.260E-024  1.747E-017  3.495E-022  1.079E-024  1.518E-022  3.124E-011  2.350E-019  8.872E-015
   1.995E+014  1.301E-012  9.012E-015  9.326E-024  1.486E-017  5.203E-022  1.665E-024  1.867E-022  4.220E-011  2.810E-019  1.268E-014
   2.239E+014  1.657E-012  1.121E-014  4.292E-023  1.206E-017  7.486E-022  2.459E-024  2.256E-022  5.511E-011  3.360E-019  1.714E-014
   2.512E+014  2.068E-012  1.394E-014  1.893E-022  9.463E-018  1.060E-021  3.529E-024  2.699E-022  7.083E-011  4.017E-019  2.229E-014
   2.818E+014  2.545E-012  1.733E-014  7.331E-022  7.297E-018  1.491E-021  4.966E-024  3.211E-022  9.033E-011  4.799E-019  2.819E-014
   3.162E+014  3.100E-012  2.153E-014  2.407E-021  5.640E-018  2.079E-021  6.899E-024  3.807E-022  1.143E-010  5.733E-019  3.492E-014
   3.548E+014  3.744E-012  2.674E-014  6.695E-021  4.498E-018  2.864E-021  9.498E-024  4.502E-022  1.427E-010  6.845E-019  4.256E-014
   3.981E+014  4.495E-012  3.320E-014  1.610E-020  3.835E-018  3.886E-021  1.300E-023  5.311E-022  1.755E-010  8.171E-019  5.122E-014
   4.467E+014  5.370E-012  4.122E-014  3.434E-020  3.620E-018  5.190E-021  1.771E-023  6.252E-022  2.122E-010  9.749E-019  6.103E-014
   5.012E+014  6.391E-012  5.114E-014  6.654E-020  3.836E-018  6.828E-021  2.406E-023  7.342E-022  2.528E-010  1.163E-018  7.212E-014
   5.623E+014  7.584E-012  6.343E-014  1.196E-019  4.502E-018  8.871E-021  3.262E-023  8.602E-022  2.972E-010  1.387E-018  8.464E-014
   6.310E+014  8.980E-012  7.865E-014  2.025E-019  5.674E-018  1.140E-020  4.417E-023  1.005E-021  3.456E-010  1.653E-018  9.878E-014
   7.079E+014  1.061E-011  9.748E-014  3.274E-019  7.457E-018  1.453E-020  5.975E-023  1.172E-021  3.982E-010  1.969E-018  1.147E-013
   7.943E+014  1.253E-011  1.208E-013  5.096E-019  1.001E-017  1.839E-020  8.078E-023  1.362E-021  4.554E-010  2.345E-018  1.327E-013
   8.913E+014  1.478E-011  1.496E-013  7.696E-019  1.356E-017  2.314E-020  1.092E-022  1.579E-021  5.177E-010  2.793E-018  1.530E-013
   1.000E+015  1.742E-011  1.851E-013  1.133E-018  1.840E-017  2.900E-020  1.476E-022  1.826E-021  5.857E-010  3.324E-018  1.759E-013
   1.122E+015  2.052E-011  2.291E-013  1.635E-018  2.493E-017  3.621E-020  1.995E-022  2.104E-021  6.600E-010  3.955E-018  2.017E-013
   1.259E+015  2.416E-011  2.834E-013  2.316E-018  3.366E-017  4.511E-020  2.697E-022  2.419E-021  7.416E-010  4.704E-018  2.308E-013
   1.413E+015  2.844E-011  3.503E-013  3.231E-018  4.523E-017  5.607E-020  3.645E-022  2.773E-021  8.313E-010  5.594E-018  2.636E-013
   1.585E+015  3.348E-011  4.330E-013  4.448E-018  6.042E-017  6.959E-020  4.927E-022  3.170E-021  9.302E-010  6.650E-018  3.005E-013
   1.778E+015  3.940E-011  5.348E-013  6.052E-018  8.021E-017  8.629E-020  6.658E-022  3.613E-021  1.040E-009  7.903E-018  3.422E-013
   1.995E+015  4.634E-011  6.604E-013  8.149E-018  1.057E-016  1.069E-019  8.994E-022  4.109E-021  1.161E-009  9.391E-018  3.891E-013
   2.239E+015  5.450E-011  8.150E-013  1.087E-017  1.384E-016  1.324E-019  1.214E-021  4.660E-021  1.295E-009  1.116E-017  4.419E-013
   2.512E+015  6.406E-011  1.005E-012  1.437E-017  1.796E-016  1.640E-019  1.638E-021  5.273E-021  1.445E-009  1.325E-017  5.014E-013
   2.818E+015  7.526E-011  1.240E-012  1.886E-017  2.311E-016  2.031E-019  2.208E-021  5.955E-021  1.613E-009  1.574E-017  5.683E-013
   3.162E+015  8.835E-011  1.528E-012  2.457E-017  2.947E-016  2.515E-019  2.972E-021  6.711E-021  1.800E-009  1.870E-017  6.436E-013
   3.548E+015  1.036E-010  1.882E-012  3.180E-017  3.720E-016  3.115E-019  3.995E-021  7.549E-021  2.009E-009  2.221E-017  7.284E-013
   3.981E+015  1.214E-010  2.317E-012  4.089E-017  4.648E-016  3.858E-019  5.362E-021  8.480E-021  2.244E-009  2.639E-017  8.238E-013
   4.467E+015  1.421E-010  2.851E-012  5.229E-017  5.743E-016  4.779E-019  7.181E-021  9.511E-021  2.507E-009  3.136E-017  9.310E-013
   5.012E+015  1.660E-010  3.507E-012  6.651E-017  7.014E-016  5.922E-019  9.596E-021  1.066E-020  2.803E-009  3.729E-017  1.052E-012
   5.623E+015  1.937E-010  4.311E-012  8.417E-017  8.457E-016  7.341E-019  1.279E-020  1.193E-020  3.136E-009  4.436E-017  1.187E-012
   6.310E+015  2.257E-010  5.297E-012  1.060E-016  1.006E-015  9.117E-019  1.702E-020  1.337E-020  3.516E-009  5.281E-017  1.339E-012
   7.079E+015  2.632E-010  6.506E-012  1.328E-016  1.179E-015  1.140E-018  2.262E-020  1.512E-020  3.964E-009  6.298E-017  1.511E-012
   7.943E+015  3.087E-010  7.986E-012  1.657E-016  1.358E-015  1.455E-018  3.018E-020  1.780E-020  4.547E-009  7.548E-017  1.704E-012
   8.913E+015  3.686E-010  9.800E-012  2.062E-016  1.528E-015  1.961E-018  4.087E-020  2.362E-020  5.462E-009  9.226E-017  1.924E-012
   1.000E+016  4.600E-010  1.203E-011  2.578E-016  1.666E-015  2.975E-018  5.765E-020  3.906E-020  7.252E-009  1.212E-016  2.176E-012
   1.122E+016  6.234E-010  1.483E-011  3.315E-016  1.726E-015  5.484E-018  8.833E-020  7.906E-020  1.129E-008  1.979E-016  2.473E-012
   1.259E+016  9.507E-010  1.869E-011  4.664E-016  1.656E-015  1.262E-017  1.529E-019  1.687E-019  2.078E-008  4.941E-016  2.839E-012
   1.413E+016  1.637E-009  2.589E-011  8.055E-016  1.433E-015  3.426E-017  2.995E-019  3.368E-019  4.288E-008  1.856E-015  3.314E-012
   1.585E+016  3.084E-009  4.833E-011  1.896E-015  1.115E-015  9.962E-017  6.346E-019  6.084E-019  9.348E-008  8.293E-015  3.983E-012
   1.778E+016  6.115E-009  1.456E-010  5.918E-015  8.195E-016  2.861E-016  1.348E-018  1.000E-018  2.082E-007  3.729E-014  5.020E-012
   1.995E+016  1.245E-008  5.960E-010  2.109E-014  6.294E-016  7.625E-016  2.618E-018  1.502E-018  4.614E-007  1.574E-013  6.789E-012
   2.239E+016  2.573E-008  2.508E-009  7.166E-014  5.321E-016  1.784E-015  4.287E-018  2.030E-018  9.709E-007  6.036E-013  1.004E-011
   2.512E+016  5.345E-008  9.209E-009  1.948E-013  4.460E-016  3.554E-015  5.618E-018  2.409E-018  1.841E-006  2.030E-012  1.652E-011
   2.818E+016  1.101E-007  2.756E-008  3.716E-013  3.023E-016  6.167E-015  5.776E-018  2.480E-018  3.105E-006  5.778E-012  3.114E-011
   3.162E+016  2.209E-007  6.675E-008  4.949E-013  1.497E-016  9.583E-015  4.681E-018  2.243E-018  4.721E-006  1.390E-011  6.753E-011
   3.548E+016  4.247E-007  1.346E-007  5.268E-013  5.658E-017  1.334E-014  3.000E-018  1.814E-018  6.525E-006  2.940E-011  1.551E-010
   3.981E+016  7.683E-007  2.371E-007  5.067E-013  1.704E-017  1.673E-014  1.477E-018  1.285E-018  8.252E-006  5.638E-011  3.376E-010
   4.467E+016  1.276E-006  3.870E-007  4.291E-013  3.928E-018  1.944E-014  5.219E-019  7.412E-019  9.646E-006  9.631E-011  6.518E-010
   5.012E+016  1.885E-006  6.235E-007  2.814E-013  7.184E-019  2.197E-014  1.202E-019  3.115E-019  1.053E-005  1.409E-010  1.086E-009
   5.623E+016  2.430E-006  1.069E-006  1.255E-013  1.132E-019  2.539E-014  1.598E-020  8.018E-020  1.080E-005  1.686E-010  1.543E-009
   6.310E+016  2.543E-006  1.968E-006  3.771E-014  1.162E-020  2.928E-014  1.100E-021  9.910E-021  1.034E-005  1.499E-010  1.860E-009
   7.079E+016  1.982E-006  3.825E-006  8.452E-015  6.894E-022  3.037E-014  5.177E-023  5.421E-022  8.710E-006  9.536E-011  1.847E-009
   7.943E+016  1.053E-006  7.002E-006  1.903E-015  4.176E-023  2.235E-014  1.061E-023  6.498E-023  5.617E-006  4.565E-011  1.383E-009
   8.913E+016  3.590E-007  1.028E-005  5.495E-016  2.568E-023  9.250E-015  5.409E-024  2.827E-023  2.354E-006  1.748E-011  6.865E-010
   1.000E+017  7.681E-008  1.198E-005  1.788E-016  3.748E-023  2.296E-015  2.941E-024  1.073E-023  6.582E-007  4.950E-012  2.165E-010
   1.122E+017  9.977E-009  1.245E-005  5.023E-017  3.262E-023  5.815E-016  1.577E-024  2.165E-024  1.938E-007  8.902E-013  4.856E-011
   1.259E+017  7.616E-010  1.254E-005  9.470E-018  1.348E-023  2.669E-016  7.971E-025  2.355E-025  1.019E-007  9.270E-014  1.167E-011
   1.413E+017  5.156E-011  1.257E-005  9.912E-019  3.006E-024  1.718E-016  3.687E-025  4.383E-026  7.265E-008  8.390E-015  4.848E-012
   1.585E+017  1.697E-011  1.259E-005  5.042E-020  5.645E-025  1.237E-016  1.527E-025  2.534E-026  5.570E-008  3.599E-015  2.681E-012
   1.778E+017  1.133E-011  1.260E-005  1.300E-021  1.113E-025  9.696E-017  5.544E-026  1.369E-026  4.454E-008  2.995E-015  1.490E-012
   1.995E+017  7.754E-012  1.261E-005  5.328E-023  1.693E-026  8.254E-017  1.726E-026  5.536E-027  3.707E-008  2.483E-015  7.835E-013
   2.239E+017  5.328E-012  1.261E-005  5.349E-024  1.592E-027  7.583E-017  4.500E-027  1.631E-027  3.201E-008  2.023E-015  3.842E-013
   2.512E+017  3.710E-012  1.262E-005  4.150E-025  7.629E-029  7.433E-017  9.580E-028  3.433E-028  2.856E-008  1.643E-015  1.731E-013
   2.818E+017  2.640E-012  1.262E-005  1.928E-026  1.505E-030  7.668E-017  1.621E-028  5.105E-029  2.619E-008  1.338E-015  7.064E-014
   3.162E+017  1.934E-012  1.262E-005  7.897E-028  1.022E-032  8.199E-017  2.114E-029  5.366E-030  2.456E-008  1.083E-015  2.566E-014
   3.548E+017  1.468E-012  1.262E-005  5.883E-029  2.229E-035  8.958E-017  2.057E-030  3.998E-031  2.345E-008  8.691E-016  8.157E-015
   3.981E+017  1.144E-012  1.262E-005  4.932E-030  1.827E-038  9.718E-017  1.463E-031  2.156E-032  2.249E-008  7.020E-016  2.241E-015
   4.467E+017  7.758E-013  1.263E-005  5.474E-031  1.518E-041  8.179E-017  8.818E-033  1.162E-033  1.865E-008  5.887E-016  5.407E-016
   5.012E+017  4.947E-013  1.263E-005  8.099E-032  7.607E-045  6.029E-017  4.322E-034  5.409E-035  1.430E-008  5.090E-016  1.210E-016
   RADIUS      O2          S+          H2NO+       CH3NH3+     S-          SiH4        CH3OH+      S           O2+         PH          



   RADIUS      CH3OH       SiH4+       CH3OH2+     HS+         O2H+        O2H         SiH5+       PH2+        HS          PH2         
   1.000E+014  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000
   1.122E+014  1.475E-014  1.380E-041  2.049E-015  3.581E-017  9.851E-028  3.725E-024  2.339E-029  1.543E-023  4.048E-009  1.113E-026
   1.259E+014  2.613E-014  7.215E-041  1.451E-015  4.669E-017  2.727E-027  2.949E-023  5.420E-029  2.090E-023  3.907E-009  6.029E-026
   1.413E+014  3.312E-014  2.064E-040  9.668E-016  5.963E-017  5.500E-027  9.550E-023  9.320E-029  2.855E-023  3.939E-009  1.780E-025
   1.585E+014  3.715E-014  4.670E-040  6.009E-016  7.493E-017  9.733E-027  2.136E-022  1.452E-028  3.903E-023  4.037E-009  4.039E-025
   1.778E+014  3.932E-014  9.369E-040  3.499E-016  9.328E-017  1.606E-026  3.907E-022  2.171E-028  5.327E-023  4.146E-009  7.894E-025
   1.995E+014  4.042E-014  1.753E-039  1.930E-016  1.156E-016  2.536E-026  6.296E-022  3.186E-028  7.251E-023  4.251E-009  1.403E-024
   2.239E+014  4.095E-014  3.139E-039  1.030E-016  1.430E-016  3.888E-026  9.305E-022  4.636E-028  9.839E-023  4.348E-009  2.339E-024
   2.512E+014  4.120E-014  5.462E-039  5.606E-017  1.767E-016  5.835E-026  1.291E-021  6.721E-028  1.331E-022  4.436E-009  3.722E-024
   2.818E+014  4.133E-014  9.323E-039  3.426E-017  2.183E-016  8.616E-026  1.707E-021  9.734E-028  1.795E-022  4.515E-009  5.724E-024
   3.162E+014  4.140E-014  1.571E-038  2.613E-017  2.697E-016  1.256E-025  2.170E-021  1.411E-027  2.414E-022  4.586E-009  8.571E-024
   3.548E+014  4.146E-014  2.623E-038  2.498E-017  3.331E-016  1.813E-025  2.673E-021  2.046E-027  3.239E-022  4.650E-009  1.255E-023
   3.981E+014  4.151E-014  4.354E-038  2.727E-017  4.114E-016  2.593E-025  3.205E-021  2.969E-027  4.335E-022  4.707E-009  1.804E-023
   4.467E+014  4.157E-014  7.197E-038  3.135E-017  5.080E-016  3.682E-025  3.755E-021  4.310E-027  5.792E-022  4.759E-009  2.552E-023
   5.012E+014  4.162E-014  1.186E-037  3.649E-017  6.271E-016  5.195E-025  4.309E-021  6.260E-027  7.724E-022  4.807E-009  3.561E-023
   5.623E+014  4.168E-014  1.951E-037  4.244E-017  7.741E-016  7.285E-025  4.855E-021  9.095E-027  1.028E-021  4.854E-009  4.911E-023
   6.310E+014  4.174E-014  3.206E-037  4.912E-017  9.554E-016  1.016E-024  5.379E-021  1.322E-026  1.367E-021  4.900E-009  6.706E-023
