 188 C+          Na          Na+         C                     1.10E-09    0.0       0.0
 189 C+          OCS         OCS+        C                     4.00E-10    0.0       0.0
 190 C+          P           P+          C                     1.00E-09    0.0       0.0
 191 C+          PH          PH+         C                     1.00E-09    0.0       0.0
 192 C+          PO          PO+         C                     1.00E-09   -0.5       0.0
 193 C+          SO          SO+         C                     2.60E-10   -0.5       0.0
 194 C+          Si          Si+         C                     2.10E-09    0.0       0.0
 195 C+          SiC2        SiC2+       C                     2.00E-09   -0.5       0.0
 196 C+          SiC2H       SiC2H+      C                     1.00E-09   -0.5       0.0
 197 C+          SiC3        SiC3+       C                     2.00E-09   -0.5       0.0
 198 C+          SiC         SiC+        C                     2.50E-09   -0.5       0.0
 199 C+          SiCH2       SiCH2+      C                     1.00E-09    0.0       0.0
 200 C+          SiCH3       SiCH3+      C                     1.00E-09    0.0       0.0
 201 C+          SiH2        SiH2+       C                     1.00E-09    0.0       0.0
 202 C+          SiH3        SiH3+       C                     1.00E-09    0.0       0.0
 203 C+          SiN         SiN+        C                     1.00E-09   -0.5       0.0
 204 C+          SiS         SiS+        C                     2.30E-09   -0.5       0.0
 205 C2+         HCO         HCO+        C2                    3.80E-10   -0.5       0.0
 206 C2+         NO          NO+         C2                    3.40E-10    0.0       0.0
 207 C2+         S           S+          C2                    5.80E-10    0.0       0.0
 208 C2          CN+         CN          C2+                   8.50E-10    0.0       0.0
 209 C2          CO+         CO          C2+                   8.40E-10    0.0       0.0
 210 C2          N2+         N2          C2+                   8.40E-10    0.0       0.0
 211 C2          O2+         O2          C2+                   4.10E-10    0.0       0.0
 212 C2H+        NO          NO+         C2H                   1.20E-10    0.0       0.0
 213 C2H+        S           S+          C2H                   1.20E-09    0.0       0.0
 214 C2H2+       C2H3        C2H3+       C2H2                  3.30E-10   -0.5       0.0
 215 C2H2+       C2H4        C2H4+       C2H2                  4.14E-10    0.0       0.0
 216 C2H2+       C5H2        C5H2+       C2H2                  1.00E-09   -0.5       0.0
 217 C2H2+       C6H2        C6H2+       C2H2                  5.00E-10   -0.5       0.0
 218 C2H2+       C7H2        C7H2+       C2H2                  1.00E-09   -0.5       0.0
 219 C2H2+       CH2CCH      C3H3+       C2H2                  1.00E-09   -0.5       0.0
 220 C2H2+       CH3CCH      C3H4+       C2H2                  5.00E-10    0.0       0.0
 221 C2H2+       Fe          Fe+         C2H2                  2.00E-09    0.0       0.0
 222 C2H2+       H2CO        H2CO+       C2H2                  8.60E-10   -0.5       0.0
 223 C2H2+       H2S         H2S+        C2H2                  2.20E-09   -0.5       0.0
 224 C2H2+       HC4H        C4H2+       C2H2                  1.26E-09    0.0       0.0
 225 C2H2+       HCO         HCO+        C2H2                  5.00E-10   -0.5       0.0
 226 C2H2+       NO          NO+         C2H2                  1.20E-10    0.0       0.0
 227 C2H2        CH2CCH+     C3H3+       C2H2                  2.50E-10    0.0       0.0
 228 C2H2        CO2+        CO2         C2H2+                 7.30E-10    0.0       0.0
 229 C2H2        HC3N+       C2H2+       HC3N                  1.28E-10    0.0       0.0
 230 C2H2        HCN+        C2H2+       HCN                   1.50E-09    0.0       0.0
 231 C2H3        C2H4+       C2H4        C2H3+                 5.00E-10   -0.5       0.0
 232 C2H4+       CH2CCH      C3H3+       C2H4                  8.00E-10   -0.5       0.0
 233 C2H4+       H2S         H2S+        C2H4                  6.57E-10   -0.5       0.0
 234 C2H4        C2N2+       C2H4+       NCCN                  1.30E-09    0.0       0.0
 235 C2H4        C3+         C2H4+       C3                    3.96E-10    0.0       0.0
 236 C2H4        C5+         C2H4+       C5                    3.06E-10    0.0       0.0
 237 C2H4        CH3CH3+     CH3CH3      C2H4+                 1.15E-09    0.0       0.0
 238 C2H4        CO2+        CO2         C2H4+                 1.50E-10    0.0       0.0
 239 C2H4        HC3N+       C2H4+       HC3N                  5.36E-10    0.0       0.0
 240 C2H4        O2+         C2H4+       O2                    6.80E-10    0.0       0.0
 241 C2H         CN+         CN          C2H+                  8.00E-10    0.0       0.0
 242 C2H         CO+         CO          C2H+                  3.90E-10    0.0       0.0
 243 C2H         N2+         N2          C2H+                  7.90E-10    0.0       0.0
 244 C           C2+         C2          C+                    1.10E-10    0.0       0.0
 245 C           CN+         CN          C+                    1.10E-10    0.0       0.0
 246 C           CO+         CO          C+                    1.10E-10    0.0       0.0
 247 C           N2+         N2          C+                    1.10E-10    0.0       0.0
 248 C           O2+         O2          C+                    5.20E-11    0.0       0.0
 249 C           PN+         PN          C+                    1.00E-09    0.0       0.0
 250 CH+         Fe          Fe+         CH                    2.60E-10    0.0       0.0
 251 CH+         HCO         HCO+        CH                    4.60E-10   -0.5       0.0
 252 CH+         Mg          Mg+         CH                    3.60E-10    0.0       0.0
 253 CH+         NH3         NH3+        CH                    4.59E-10   -0.5       0.0
 254 CH+         NO          NO+         CH                    7.60E-10    0.0       0.0
 255 CH+         Na          Na+         CH                    3.50E-10    0.0       0.0
 256 CH+         S           S+          CH                    4.70E-10    0.0       0.0
 257 CH+         Si          Si+         CH                    2.00E-10    0.0       0.0
 258 CH2+        NO          NO+         CH2                   4.20E-10    0.0       0.0
 259 CH2         C2+         C2          CH2+                  4.50E-10    0.0       0.0
 260 CH2         CN+         CN          CH2+                  8.80E-10    0.0       0.0
 261 CH2         CO+         CO          CH2+                  4.30E-10    0.0       0.0
 262 CH2         H2CO+       H2CO        CH2+                  4.30E-10    0.0       0.0
 263 CH2         H2O+        H2O         CH2+                  4.70E-10    0.0       0.0
 264 CH2         N2+         N2          CH2+                  8.70E-10    0.0       0.0
 265 CH2         NH2+        NH2         CH2+                  4.90E-10    0.0       0.0
 266 CH2         O+          O           CH2+                  9.70E-10    0.0       0.0
 267 CH2         O2+         O2          CH2+                  4.30E-10    0.0       0.0
 268 CH2         OH+         OH          CH2+                  4.80E-10    0.0       0.0
 269 CH3+        C2H3        C2H3+       CH3                   3.00E-10   -0.5       0.0
 270 CH3+        CH3COCH3    CH3COCH3+   CH3                   2.40E-10   -0.5       0.0
 271 CH3+        Fe          Fe+         CH3                   2.40E-09    0.0       0.0
 272 CH3+        HCO         HCO+        CH3                   4.40E-10   -0.5       0.0
 273 CH3+        Mg          Mg+         CH3                   3.50E-09    0.0       0.0
 274 CH3+        NO          NO+         CH3                   1.00E-09    0.0       0.0
 275 CH3+        Na          Na+         CH3                   3.40E-09    0.0       0.0
 276 CH3CH3+     H2S         H2S+        CH3CH3                1.98E-09   -0.5       0.0
 277 CH4+        C2H2        C2H2+       CH4                   1.13E-09    0.0       0.0
 278 CH4+        C2H4        C2H4+       CH4                   1.38E-09    0.0       0.0
 279 CH4+        CH3OH       CH3OH+      CH4                   1.80E-09   -0.5       0.0
 280 CH4+        H2CO        H2CO+       CH4                   1.62E-09   -0.5       0.0
 281 CH4+        H2S         H2S+        CH4                   9.45E-10   -0.5       0.0
 282 CH4+        NH3         NH3+        CH4                   1.65E-09   -0.5       0.0
 283 CH4+        O2          O2+         CH4                   3.90E-10    0.0       0.0
 284 CH4+        OCS         OCS+        CH4                   4.20E-10    0.0       0.0
 285 CH4         CO+         CO          CH4+                  7.93E-10    0.0       0.0
 286 CH4         CO2+        CO2         CH4+                  5.50E-10    0.0       0.0
 287 CH          C2+         C2          CH+                   3.20E-10   -0.5       0.0
 288 CH          CN+         CN          CH+                   6.40E-10   -0.5       0.0
 289 CH          CO+         CO          CH+                   3.20E-10   -0.5       0.0
 290 CH          H2CO+       H2CO        CH+                   3.10E-10   -0.5       0.0
 291 CH          H2O+        H2O         CH+                   3.40E-10   -0.5       0.0
 292 CH          N+          N           CH+                   3.60E-10   -0.5       0.0
 293 CH          N2+         N2          CH+                   6.30E-10   -0.5       0.0
 294 CH          NH2+        NH2         CH+                   3.50E-10   -0.5       0.0
 295 CH          O+          O           CH+                   3.50E-10   -0.5       0.0
 296 CH          O2+         O2          CH+                   3.10E-10   -0.5       0.0
 297 CH          OH+         OH          CH+                   3.50E-10   -0.5       0.0
 298 CN+         CO2         CO2+        CN                    3.00E-10    0.0       0.0
 299 CN+         CO          CO+         CN                    6.30E-10    0.0       0.0
 300 CN+         H2CO        H2CO+       CN                    5.20E-10   -0.5       0.0
 301 CN+         HCN         HCN+        CN                    1.79E-09   -0.5       0.0
 302 CN+         HCO         HCO+        CN                    3.70E-10   -0.5       0.0
 303 CN+         NO          NO+         CN                    5.70E-10    0.0       0.0
 304 CN+         O2          O2+         CN                    2.58E-10    0.0       0.0
 305 CN+         S           S+          CN                    1.10E-09    0.0       0.0
