  ** CALCULATED NUMBER DENSITIES (/CM^3) ** 


   RADIUS      H           H+          H-          H2+         H3+         He          He+         HeH+        C-          C+          
   7.943E+015  2.556E-013  7.471E-014  2.464E-003  7.411E-008  0.000E+000  0.000E+000  0.000E+000  2.965E-018  1.882E-018  1.442E-010
   8.913E+015  2.599E-013  7.598E-014  1.957E-003  6.372E-008  0.000E+000  0.000E+000  0.000E+000  3.590E-018  1.898E-018  1.435E-010
   1.000E+016  2.642E-013  7.724E-014  1.554E-003  5.365E-008  0.000E+000  0.000E+000  0.000E+000  4.368E-018  1.889E-018  1.437E-010
   1.122E+016  2.685E-013  7.849E-014  1.235E-003  4.335E-008  0.000E+000  0.000E+000  0.000E+000  5.387E-018  1.797E-018  1.459E-010
   1.259E+016  2.728E-013  7.974E-014  9.808E-004  3.284E-008  0.000E+000  0.000E+000  0.000E+000  6.841E-018  1.510E-018  1.522E-010
   1.413E+016  2.771E-013  8.101E-014  7.791E-004  2.310E-008  0.000E+000  0.000E+000  0.000E+000  9.076E-018  1.017E-018  1.664E-010
   1.585E+016  2.816E-013  8.230E-014  6.188E-004  1.540E-008  0.000E+000  0.000E+000  0.000E+000  1.260E-017  6.319E-019  1.965E-010
   1.778E+016  2.863E-013  8.368E-014  4.914E-004  1.004E-008  0.000E+000  0.000E+000  0.000E+000  1.842E-017  5.024E-019  2.631E-010
   1.995E+016  2.916E-013  8.522E-014  3.901E-004  6.483E-009  0.000E+000  0.000E+000  0.000E+000  3.100E-017  5.374E-019  4.247E-010
   2.239E+016  2.978E-013  8.704E-014  3.095E-004  4.085E-009  0.000E+000  0.000E+000  0.000E+000  6.918E-017  7.666E-019  8.295E-010
   2.512E+016  3.055E-013  8.928E-014  2.451E-004  2.455E-009  0.000E+000  0.000E+000  0.000E+000  2.138E-016  1.333E-018  1.771E-009
   2.818E+016  3.154E-013  9.217E-014  1.937E-004  1.403E-009  0.000E+000  0.000E+000  0.000E+000  7.639E-016  2.468E-018  3.622E-009
   3.162E+016  3.281E-013  9.588E-014  1.525E-004  7.857E-010  0.000E+000  0.000E+000  0.000E+000  2.533E-015  4.287E-018  6.456E-009
   3.548E+016  3.436E-013  1.004E-013  1.195E-004  4.513E-010  0.000E+000  0.000E+000  0.000E+000  6.989E-015  6.394E-018  9.614E-009
   3.981E+016  3.606E-013  1.053E-013  9.271E-005  2.703E-010  0.000E+000  0.000E+000  0.000E+000  1.575E-014  8.005E-018  1.196E-008
   4.467E+016  3.771E-013  1.101E-013  7.067E-005  1.643E-010  0.000E+000  0.000E+000  0.000E+000  2.965E-014  8.702E-018  1.271E-008
   5.012E+016  3.886E-013  1.133E-013  5.217E-005  9.552E-011  0.000E+000  0.000E+000  0.000E+000  4.827E-014  8.640E-018  1.187E-008
   5.623E+016  3.902E-013  1.135E-013  3.641E-005  4.703E-011  0.000E+000  0.000E+000  0.000E+000  7.139E-014  8.381E-018  1.006E-008
   6.310E+016  3.771E-013  1.092E-013  2.297E-005  1.718E-011  0.000E+000  0.000E+000  0.000E+000  1.066E-013  8.330E-018  7.993E-009
   7.079E+016  3.451E-013  9.896E-014  1.283E-005  4.813E-012  0.000E+000  0.000E+000  0.000E+000  2.248E-013  8.960E-018  6.594E-009
   7.943E+016  3.169E-013  8.951E-014  7.026E-006  1.564E-012  0.000E+000  0.000E+000  0.000E+000  1.087E-012  1.501E-017  9.252E-009
   8.913E+016  3.103E-013  8.638E-014  4.378E-006  8.275E-013  0.000E+000  0.000E+000  0.000E+000  7.817E-012  5.621E-017  3.532E-008
   1.000E+017  3.098E-013  8.532E-014  2.983E-006  5.951E-013  0.000E+000  0.000E+000  0.000E+000  4.005E-011  1.978E-016  1.461E-007
   1.122E+017  3.029E-013  8.253E-014  2.007E-006  4.479E-013  0.000E+000  0.000E+000  0.000E+000  1.257E-010  4.209E-016  3.773E-007
   1.259E+017  2.876E-013  7.718E-014  1.276E-006  3.162E-013  0.000E+000  0.000E+000  0.000E+000  2.690E-010  5.645E-016  5.979E-007
   1.413E+017  2.644E-013  6.925E-014  7.539E-007  2.029E-013  0.000E+000  0.000E+000  0.000E+000  4.298E-010  5.284E-016  6.320E-007
   1.585E+017  2.350E-013  5.915E-014  4.097E-007  1.167E-013  0.000E+000  0.000E+000  0.000E+000  5.370E-010  3.699E-016  4.749E-007
   1.778E+017  2.025E-013  4.759E-014  2.031E-007  5.927E-014  0.000E+000  0.000E+000  0.000E+000  5.345E-010  1.996E-016  2.610E-007
   1.995E+017  1.704E-013  3.548E-014  9.122E-008  2.587E-014  0.000E+000  0.000E+000  0.000E+000  4.250E-010  8.319E-017  1.050E-007
   2.239E+017  1.415E-013  2.375E-014  3.693E-008  9.274E-015  0.000E+000  0.000E+000  0.000E+000  2.714E-010  2.654E-017  3.081E-008
   2.512E+017  1.173E-013  1.358E-014  1.339E-008  2.558E-015  0.000E+000  0.000E+000  0.000E+000  1.435E-010  6.562E-018  6.700E-009
   2.818E+017  9.863E-014  6.326E-015  4.313E-009  5.090E-016  0.000E+000  0.000E+000  0.000E+000  6.628E-011  1.317E-018  1.140E-009
   3.162E+017  8.541E-014  2.370E-015  1.219E-009  7.108E-017  0.000E+000  0.000E+000  0.000E+000  2.808E-011  2.262E-019  1.618E-010
   3.548E+017  7.766E-014  7.382E-016  2.986E-010  7.089E-018  0.000E+000  0.000E+000  0.000E+000  1.128E-011  3.529E-020  2.046E-011
   3.981E+017  7.569E-014  2.022E-016  6.306E-011  5.326E-019  0.000E+000  0.000E+000  0.000E+000  4.185E-012  5.141E-021  2.419E-012
   4.467E+017  8.018E-014  5.837E-017  1.326E-011  4.163E-020  0.000E+000  0.000E+000  0.000E+000  6.635E-013  1.741E-022  7.667E-014
   5.012E+017  7.821E-014  1.438E-017  2.607E-012  2.585E-021  0.000E+000  0.000E+000  0.000E+000  1.445E-013  9.785E-024  4.321E-015
   RADIUS      F+          HF+         HF          H2F+        Na+         Na          Mg          C2+         C2-         C2          



   RADIUS      Mg+         C2H-        C2H         C2H+        CN+         CN-         C2H2        C2H2+       CN          Al          
   1.000E+014  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000
   1.122E+014  0.000E+000  4.341E-021  8.329E-016  1.922E-018  3.590E-013  2.741E-005  1.118E-010  2.109E-016  6.552E-009  0.000E+000
   1.259E+014  0.000E+000  2.403E-020  1.443E-015  1.392E-018  3.702E-013  5.167E-005  2.932E-010  1.549E-016  1.041E-008  0.000E+000
   1.413E+014  0.000E+000  6.045E-020  2.084E-015  9.836E-019  3.816E-013  6.594E-005  4.591E-010  1.126E-016  1.547E-008  0.000E+000
   1.585E+014  0.000E+000  1.101E-019  2.876E-015  7.184E-019  3.932E-013  7.317E-005  5.885E-010  8.566E-017  2.273E-008  0.000E+000
   1.778E+014  0.000E+000  1.686E-019  3.925E-015  5.743E-019  4.051E-013  7.552E-005  6.812E-010  7.140E-017  3.355E-008  0.000E+000
   1.995E+014  0.000E+000  2.324E-019  5.331E-015  5.144E-019  4.172E-013  7.456E-005  7.423E-010  6.570E-017  5.006E-008  0.000E+000
   2.239E+014  0.000E+000  2.983E-019  7.220E-015  5.070E-019  4.295E-013  7.144E-005  7.770E-010  6.520E-017  7.565E-008  0.000E+000
   2.512E+014  0.000E+000  3.640E-019  9.773E-015  5.306E-019  4.421E-013  6.699E-005  7.902E-010  6.771E-017  1.160E-007  0.000E+000
   2.818E+014  0.000E+000  4.278E-019  1.323E-014  5.727E-019  4.548E-013  6.181E-005  7.865E-010  7.202E-017  1.804E-007  0.000E+000
   3.162E+014  0.000E+000  4.884E-019  1.794E-014  6.268E-019  4.677E-013  5.631E-005  7.700E-010  7.754E-017  2.852E-007  0.000E+000
   3.548E+014  0.000E+000  5.450E-019  2.438E-014  6.903E-019  4.809E-013  5.079E-005  7.441E-010  8.402E-017  4.583E-007  0.000E+000
   3.981E+014  0.000E+000  5.970E-019  3.322E-014  7.623E-019  4.942E-013  4.542E-005  7.116E-010  9.142E-017  7.488E-007  0.000E+000
   4.467E+014  0.000E+000  6.443E-019  4.539E-014  8.431E-019  5.078E-013  4.032E-005  6.748E-010  9.977E-017  1.242E-006  0.000E+000
   5.012E+014  0.000E+000  6.868E-019  6.221E-014  9.331E-019  5.215E-013  3.558E-005  6.355E-010  1.091E-016  2.086E-006  0.000E+000
   5.623E+014  0.000E+000  7.245E-019  8.555E-014  1.033E-018  5.353E-013  3.122E-005  5.950E-010  1.196E-016  3.526E-006  0.000E+000
   6.310E+014  0.000E+000  7.577E-019  1.180E-013  1.144E-018  5.494E-013  2.725E-005  5.543E-010  1.312E-016  5.914E-006  0.000E+000
   7.079E+014  0.000E+000  7.865E-019  1.631E-013  1.265E-018  5.636E-013  2.368E-005  5.142E-010  1.440E-016  9.700E-006  0.000E+000
   7.943E+014  0.000E+000  8.112E-019  2.258E-013  1.397E-018  5.779E-013  2.049E-005  4.752E-010  1.579E-016  1.522E-005  0.000E+000
   8.913E+014  0.000E+000  8.320E-019  3.123E-013  1.536E-018  5.923E-013  1.766E-005  4.375E-010  1.726E-016  2.244E-005  0.000E+000
   1.000E+015  0.000E+000  8.490E-019  4.304E-013  1.677E-018  6.069E-013  1.516E-005  4.013E-010  1.875E-016  3.071E-005  0.000E+000
   1.122E+015  0.000E+000  8.621E-019  5.882E-013  1.813E-018  6.216E-013  1.296E-005  3.665E-010  2.018E-016  3.901E-005  0.000E+000
   1.259E+015  0.000E+000  8.712E-019  7.921E-013  1.929E-018  6.364E-013  1.104E-005  3.330E-010  2.141E-016  4.632E-005  0.000E+000
   1.413E+015  0.000E+000  8.757E-019  1.047E-012  2.017E-018  6.512E-013  9.368E-006  3.006E-010  2.233E-016  5.202E-005  0.000E+000
   1.585E+015  0.000E+000  8.752E-019  1.355E-012  2.070E-018  6.662E-013  7.920E-006  2.694E-010  2.288E-016  5.592E-005  0.000E+000
   1.778E+015  0.000E+000  8.690E-019  1.724E-012  2.094E-018  6.811E-013  6.671E-006  2.396E-010  2.314E-016  5.817E-005  0.000E+000
   1.995E+015  0.000E+000  8.568E-019  2.168E-012  2.103E-018  6.962E-013  5.598E-006  2.115E-010  2.323E-016  5.906E-005  0.000E+000
   2.239E+015  0.000E+000  8.388E-019  2.697E-012  2.108E-018  7.112E-013  4.679E-006  1.853E-010  2.330E-016  5.891E-005  0.000E+000
   2.512E+015  0.000E+000  8.152E-019  3.324E-012  2.123E-018  7.263E-013  3.896E-006  1.612E-010  2.348E-016  5.798E-005  0.000E+000
   2.818E+015  0.000E+000  7.866E-019  4.047E-012  2.155E-018  7.414E-013  3.232E-006  1.394E-010  2.385E-016  5.647E-005  0.000E+000
   3.162E+015  0.000E+000  7.536E-019  4.848E-012  2.212E-018  7.564E-013  2.670E-006  1.198E-010  2.449E-016  5.455E-005  0.000E+000
   3.548E+015  0.000E+000  7.170E-019  5.683E-012  2.299E-018  7.715E-013  2.197E-006  1.023E-010  2.545E-016  5.233E-005  0.000E+000
   3.981E+015  0.000E+000  6.776E-019  6.496E-012  2.421E-018  7.864E-013  1.801E-006  8.693E-011  2.679E-016  4.990E-005  0.000E+000
   4.467E+015  0.000E+000  6.360E-019  7.215E-012  2.584E-018  8.014E-013  1.470E-006  7.347E-011  2.857E-016  4.733E-005  0.000E+000
   5.012E+015  0.000E+000  5.933E-019  7.776E-012  2.796E-018  8.162E-013  1.194E-006  6.184E-011  3.086E-016  4.467E-005  0.000E+000
   5.623E+015  0.000E+000  5.501E-019  8.134E-012  3.064E-018  8.310E-013  9.667E-007  5.191E-011  3.371E-016  4.197E-005  0.000E+000
   6.310E+015  0.000E+000  5.074E-019  8.274E-012  3.396E-018  8.457E-013  7.789E-007  4.352E-011  3.720E-016  3.927E-005  0.000E+000
   7.079E+015  0.000E+000  4.657E-019  8.205E-012  3.803E-018  8.603E-013  6.245E-007  3.649E-011  4.142E-016  3.664E-005  0.000E+000
   7.943E+015  0.000E+000  4.245E-019  7.960E-012  4.301E-018  8.747E-013  4.973E-007  3.067E-011  4.650E-016  3.422E-005  0.000E+000
   8.913E+015  0.000E+000  3.812E-019  7.585E-012  4.912E-018  8.891E-013  3.907E-007  2.586E-011  5.263E-016  3.229E-005  0.000E+000
   1.000E+016  0.000E+000  3.264E-019  7.136E-012  5.682E-018  9.032E-013  2.964E-007  2.193E-011  6.023E-016  3.147E-005  0.000E+000
   1.122E+016  0.000E+000  2.418E-019  6.678E-012  6.703E-018  9.172E-013  2.038E-007  1.875E-011  7.018E-016  3.298E-005  0.000E+000
   1.259E+016  0.000E+000  1.233E-019  6.274E-012  8.176E-018  9.309E-013  1.074E-007  1.622E-011  8.436E-016  3.896E-005  0.000E+000
   1.413E+016  0.000E+000  3.506E-020  5.947E-012  1.049E-017  9.441E-013  2.924E-008  1.433E-011  1.065E-015  5.277E-005  0.000E+000
   1.585E+016  0.000E+000  9.840E-021  5.584E-012  1.439E-017  9.566E-013  1.915E-009  1.310E-011  1.435E-015  7.925E-005  0.000E+000
   1.778E+016  0.000E+000  3.359E-021  5.028E-012  2.158E-017  9.677E-013  3.439E-011  1.266E-011  2.113E-015  1.243E-004  0.000E+000
   1.995E+016  0.000E+000  1.204E-021  4.534E-012  3.831E-017  9.762E-013  3.058E-012  1.326E-011  3.687E-015  1.940E-004  0.000E+000
   2.239E+016  0.000E+000  4.845E-022  4.645E-012  8.898E-017  9.806E-013  3.668E-013  1.567E-011  8.410E-015  2.926E-004  0.000E+000
   2.512E+016  0.000E+000  2.575E-022  6.532E-012  2.690E-016  9.780E-013  7.319E-014  2.194E-011  2.494E-014  4.205E-004  0.000E+000
   2.818E+016  0.000E+000  2.296E-022  1.443E-011  8.973E-016  9.653E-013  4.248E-014  3.702E-011  8.142E-014  5.701E-004  0.000E+000
   3.162E+016  0.000E+000  3.745E-022  4.057E-011  2.788E-015  9.417E-013  4.427E-014  6.911E-011  2.453E-013  7.235E-004  0.000E+000
   3.548E+016  0.000E+000  7.938E-022  1.072E-010  7.395E-015  9.229E-013  4.926E-014  1.253E-010  6.199E-013  8.535E-004  0.000E+000
   3.981E+016  0.000E+000  1.565E-021  2.324E-010  1.633E-014  9.869E-013  5.142E-014  2.018E-010  1.276E-012  9.247E-004  0.000E+000
   4.467E+016  0.000E+000  2.605E-021  4.032E-010  3.036E-014  1.357E-012  4.934E-014  2.743E-010  2.147E-012  9.038E-004  0.000E+000
   5.012E+016  0.000E+000  3.738E-021  5.649E-010  4.899E-014  2.392E-012  4.405E-014  3.051E-010  3.024E-012  7.802E-004  0.000E+000
   5.623E+016  0.000E+000  4.919E-021  6.515E-010  7.178E-014  4.178E-012  3.764E-014  2.707E-010  3.629E-012  5.827E-004  0.000E+000
   6.310E+016  0.000E+000  6.108E-021  6.465E-010  1.055E-013  5.606E-012  2.988E-014  1.993E-010  3.849E-012  3.703E-004  0.000E+000
   7.079E+016  0.000E+000  8.646E-021  6.996E-010  2.146E-013  4.823E-012  2.080E-014  1.527E-010  4.984E-012  1.982E-004  0.000E+000
   7.943E+016  0.000E+000  2.370E-020  1.602E-009  9.729E-013  2.599E-012  1.110E-014  2.306E-010  1.435E-011  8.878E-005  0.000E+000
   8.913E+016  0.000E+000  1.060E-019  7.315E-009  6.604E-012  1.466E-012  4.034E-015  7.158E-010  7.171E-011  3.288E-005  0.000E+000
   1.000E+017  0.000E+000  3.322E-019  2.710E-008  3.255E-011  1.808E-012  1.033E-015  2.018E-009  2.958E-010  9.885E-006  0.000E+000
   1.122E+017  0.000E+000  5.908E-019  5.879E-008  9.861E-011  2.111E-012  2.084E-016  3.510E-009  7.703E-010  2.417E-006  0.000E+000
   1.259E+017  0.000E+000  6.705E-019  7.912E-008  2.010E-010  1.382E-012  3.966E-017  3.778E-009  1.305E-009  5.421E-007  0.000E+000
   1.413E+017  0.000E+000  5.416E-019  7.235E-008  2.982E-010  5.749E-013  1.011E-017  2.669E-009  1.520E-009  1.553E-007  0.000E+000
   1.585E+017  0.000E+000  3.261E-019  4.682E-008  3.323E-010  2.413E-013  3.806E-018  1.262E-009  1.237E-009  6.259E-008  0.000E+000
   1.778E+017  0.000E+000  1.460E-019  2.136E-008  2.765E-010  1.389E-013  1.553E-018  3.916E-010  6.917E-010  2.605E-008  0.000E+000
   1.995E+017  0.000E+000  4.696E-020  6.632E-009  1.669E-010  8.844E-014  5.817E-019  7.597E-011  2.550E-010  9.463E-009  0.000E+000
   2.239E+017  0.000E+000  1.033E-020  1.339E-009  7.068E-011  5.597E-014  1.988E-019  8.768E-012  5.934E-011  2.980E-009  0.000E+000
   2.512E+017  0.000E+000  1.522E-021  1.730E-010  2.098E-011  3.611E-014  6.495E-020  5.970E-013  8.617E-012  8.571E-010  0.000E+000
   2.818E+017  0.000E+000  1.536E-022  1.476E-011  4.549E-012  2.572E-014  2.170E-020  2.607E-014  8.063E-013  2.424E-010  0.000E+000
   3.162E+017  0.000E+000  1.102E-023  8.689E-013  7.579E-013  2.119E-014  7.912E-021  9.186E-016  5.077E-014  7.255E-011  0.000E+000
   3.548E+017  0.000E+000  5.807E-025  3.683E-014  1.015E-013  1.915E-014  3.378E-021  3.346E-017  2.247E-015  2.496E-011  0.000E+000
   3.981E+017  0.000E+000  2.279E-026  1.161E-015  1.079E-014  1.746E-014  1.750E-021  8.799E-019  7.110E-017  1.051E-011  0.000E+000
   4.467E+017  0.000E+000  5.636E-028  2.601E-017  4.570E-016  1.413E-014  8.040E-022  4.155E-021  1.184E-018  4.534E-012  0.000E+000
   5.012E+017  0.000E+000  1.004E-028  4.411E-018  2.700E-017  1.100E-014  4.313E-022  7.510E-023  2.915E-020  2.465E-012  0.000E+000
   RADIUS      Mg+         C2H-        C2H         C2H+        CN+         CN-         C2H2        C2H2+       CN          Al          



   RADIUS      HCN+        Al+         HCN         HNC         C2H3+       C2H3        AlH+        H2NC+       AlH         H2NC        
   1.000E+014  0.000E+000  0.000E+000  4.026E+002  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000
   1.122E+014  1.360E-012  0.000E+000  3.198E+002  7.937E-003  2.223E-014  8.267E-018  0.000E+000  7.174E-006  0.000E+000  3.809E-005
   1.259E+014  1.354E-012  0.000E+000  2.540E+002  1.419E-002  1.847E-014  5.950E-017  0.000E+000  1.173E-005  0.000E+000  6.297E-005
   1.413E+014  1.348E-012  0.000E+000  2.018E+002  1.827E-002  1.461E-014  1.250E-016  0.000E+000  1.420E-005  0.000E+000  7.775E-005
   1.585E+014  1.340E-012  0.000E+000  1.603E+002  2.071E-002  1.195E-014  1.621E-016  0.000E+000  1.523E-005  0.000E+000  8.523E-005
   1.778E+014  1.332E-012  0.000E+000  1.273E+002  2.194E-002  1.034E-014  1.673E-016  0.000E+000  1.526E-005  0.000E+000  8.755E-005
   1.995E+014  1.324E-012  0.000E+000  1.011E+002  2.229E-002  9.412E-015  1.534E-016  0.000E+000  1.465E-005  0.000E+000  8.632E-005
   2.239E+014  1.316E-012  0.000E+000  8.031E+001  2.200E-002  8.872E-015  1.325E-016  0.000E+000  1.366E-005  0.000E+000  8.274E-005
   2.512E+014  1.309E-012  0.000E+000  6.379E+001  2.126E-002  8.542E-015  1.113E-016  0.000E+000  1.247E-005  0.000E+000  7.771E-005
   2.818E+014  1.303E-012  0.000E+000  5.067E+001  2.023E-002  8.323E-015  9.268E-017  0.000E+000  1.122E-005  0.000E+000  7.185E-005
   3.162E+014  1.297E-012  0.000E+000  4.024E+001  1.901E-002  8.166E-015  7.756E-017  0.000E+000  9.984E-006  0.000E+000  6.562E-005
   3.548E+014  1.292E-012  0.000E+000  3.196E+001  1.768E-002  8.051E-015  6.585E-017  0.000E+000  8.817E-006  0.000E+000  5.935E-005
   3.981E+014  1.288E-012  0.000E+000  2.539E+001  1.631E-002  7.970E-015  5.719E-017  0.000E+000  7.740E-006  0.000E+000  5.324E-005
   4.467E+014  1.285E-012  0.000E+000  2.016E+001  1.495E-002  7.919E-015  5.122E-017  0.000E+000  6.765E-006  0.000E+000  4.745E-005
   5.012E+014  1.282E-012  0.000E+000  1.602E+001  1.362E-002  7.900E-015  4.767E-017  0.000E+000  5.891E-006  0.000E+000  4.204E-005
   5.623E+014  1.280E-012  0.000E+000  1.272E+001  1.235E-002  7.909E-015  4.639E-017  0.000E+000  5.117E-006  0.000E+000  3.707E-005
   6.310E+014  1.278E-012  0.000E+000  1.010E+001  1.115E-002  7.947E-015  4.735E-017  0.000E+000  4.434E-006  0.000E+000  3.255E-005
   7.079E+014  1.277E-012  0.000E+000  8.023E+000  1.003E-002  8.010E-015  5.067E-017  0.000E+000  3.835E-006  0.000E+000  2.847E-005
   7.943E+014  1.277E-012  0.000E+000  6.372E+000  8.985E-003  8.092E-015  5.657E-017  0.000E+000  3.311E-006  0.000E+000  2.483E-005
   8.913E+014  1.277E-012  0.000E+000  5.061E+000  8.024E-003  8.183E-015  6.542E-017  0.000E+000  2.855E-006  0.000E+000  2.159E-005
   1.000E+015  1.278E-012  0.000E+000  4.019E+000  7.144E-003  8.264E-015  7.768E-017  0.000E+000  2.458E-006  0.000E+000  1.873E-005
   1.122E+015  1.280E-012  0.000E+000  3.192E+000  6.342E-003  8.310E-015  9.385E-017  0.000E+000  2.114E-006  0.000E+000  1.621E-005
   1.259E+015  1.281E-012  0.000E+000  2.535E+000  5.613E-003  8.290E-015  1.144E-016  0.000E+000  1.816E-006  0.000E+000  1.400E-005
   1.413E+015  1.284E-012  0.000E+000  2.013E+000  4.955E-003  8.180E-015  1.396E-016  0.000E+000  1.558E-006  0.000E+000  1.207E-005
   1.585E+015  1.286E-012  0.000E+000  1.598E+000  4.361E-003  7.979E-015  1.695E-016  0.000E+000  1.335E-006  0.000E+000  1.039E-005
   1.778E+015  1.290E-012  0.000E+000  1.269E+000  3.829E-003  7.711E-015  2.042E-016  0.000E+000  1.143E-006  0.000E+000  8.931E-006
   1.995E+015  1.293E-012  0.000E+000  1.008E+000  3.352E-003  7.416E-015  2.440E-016  0.000E+000  9.780E-007  0.000E+000  7.666E-006
   2.239E+015  1.297E-012  0.000E+000  8.003E-001  2.927E-003  7.128E-015  2.893E-016  0.000E+000  8.358E-007  0.000E+000  6.572E-006
   2.512E+015  1.301E-012  0.000E+000  6.354E-001  2.548E-003  6.875E-015  3.417E-016  0.000E+000  7.136E-007  0.000E+000  5.628E-006
   2.818E+015  1.306E-012  0.000E+000  5.045E-001  2.213E-003  6.671E-015  4.030E-016  0.000E+000  6.088E-007  0.000E+000  4.814E-006
   3.162E+015  1.311E-012  0.000E+000  4.006E-001  1.917E-003  6.524E-015  4.761E-016  0.000E+000  5.190E-007  0.000E+000  4.114E-006
   3.548E+015  1.316E-012  0.000E+000  3.181E-001  1.656E-003  6.439E-015  5.649E-016  0.000E+000  4.422E-007  0.000E+000  3.513E-006
   3.981E+015  1.322E-012  0.000E+000  2.525E-001  1.427E-003  6.418E-015  6.748E-016  0.000E+000  3.764E-007  0.000E+000  2.997E-006
   4.467E+015  1.327E-012  0.000E+000  2.005E-001  1.226E-003  6.463E-015  8.124E-016  0.000E+000  3.203E-007  0.000E+000  2.555E-006
   5.012E+015  1.333E-012  0.000E+000  1.592E-001  1.051E-003  6.574E-015  9.864E-016  0.000E+000  2.724E-007  0.000E+000  2.177E-006
   5.623E+015  1.340E-012  0.000E+000  1.263E-001  8.985E-004  6.753E-015  1.209E-015  0.000E+000  2.316E-007  0.000E+000  1.853E-006
   6.310E+015  1.346E-012  0.000E+000  1.003E-001  7.664E-004  7.000E-015  1.494E-015  0.000E+000  1.967E-007  0.000E+000  1.577E-006
   7.079E+015  1.353E-012  0.000E+000  7.962E-002  6.522E-004  7.317E-015  1.863E-015  0.000E+000  1.670E-007  0.000E+000  1.341E-006
   7.943E+015  1.360E-012  0.000E+000  6.320E-002  5.537E-004  7.707E-015  2.342E-015  0.000E+000  1.414E-007  0.000E+000  1.139E-006
   8.913E+015  1.367E-012  0.000E+000  5.016E-002  4.691E-004  8.181E-015  2.972E-015  0.000E+000  1.191E-007  0.000E+000  9.672E-007
   1.000E+016  1.374E-012  0.000E+000  3.981E-002  3.964E-004  8.766E-015  3.822E-015  0.000E+000  9.902E-008  0.000E+000  8.198E-007
   1.122E+016  1.382E-012  0.000E+000  3.160E-002  3.342E-004  9.527E-015  5.014E-015  0.000E+000  8.020E-008  0.000E+000  6.911E-007
   1.259E+016  1.392E-012  0.000E+000  2.507E-002  2.811E-004  1.060E-014  6.765E-015  0.000E+000  6.192E-008  0.000E+000  5.727E-007
   1.413E+016  1.404E-012  0.000E+000  1.988E-002  2.362E-004  1.227E-014  9.403E-015  0.000E+000  4.447E-008  0.000E+000  4.528E-007
   1.585E+016  1.422E-012  0.000E+000  1.574E-002  1.988E-004  1.497E-014  1.324E-014  0.000E+000  2.941E-008  0.000E+000  3.227E-007
   1.778E+016  1.451E-012  0.000E+000  1.243E-002  1.685E-004  1.970E-014  1.821E-014  0.000E+000  1.825E-008  0.000E+000  1.979E-007
   1.995E+016  1.500E-012  0.000E+000  9.766E-003  1.442E-004  3.005E-014  2.402E-014  0.000E+000  1.100E-008  0.000E+000  1.191E-007
   2.239E+016  1.584E-012  0.000E+000  7.606E-003  1.247E-004  5.779E-014  3.287E-014  0.000E+000  6.502E-009  0.000E+000  8.609E-008
   2.512E+016  1.725E-012  0.000E+000  5.839E-003  1.075E-004  1.361E-013  5.594E-014  0.000E+000  3.729E-009  0.000E+000  6.679E-008
   2.818E+016  1.958E-012  0.000E+000  4.382E-003  8.949E-005  3.228E-013  1.171E-013  0.000E+000  2.126E-009  0.000E+000  5.088E-008
   3.162E+016  2.342E-012  0.000E+000  3.178E-003  6.911E-005  6.423E-013  2.392E-013  0.000E+000  1.322E-009  0.000E+000  3.653E-008
   3.548E+016  2.996E-012  0.000E+000  2.189E-003  4.789E-005  1.012E-012  4.122E-013  0.000E+000  9.620E-010  0.000E+000  2.355E-008
   3.981E+016  4.183E-012  0.000E+000  1.396E-003  2.902E-005  1.274E-012  5.797E-013  0.000E+000  7.633E-010  0.000E+000  1.287E-008
   4.467E+016  6.318E-012  0.000E+000  7.980E-004  1.490E-005  1.296E-012  6.785E-013  0.000E+000  5.607E-010  0.000E+000  5.598E-009
   5.012E+016  9.638E-012  0.000E+000  3.913E-004  6.184E-006  1.079E-012  6.632E-013  0.000E+000  3.288E-010  0.000E+000  1.791E-009
   5.623E+016  1.333E-011  0.000E+000  1.560E-004  1.945E-006  7.258E-013  5.370E-013  0.000E+000  1.347E-010  0.000E+000  3.834E-010
   6.310E+016  1.505E-011  0.000E+000  4.737E-005  4.399E-007  3.995E-013  4.026E-013  0.000E+000  3.278E-011  0.000E+000  4.783E-011
   7.079E+016  1.267E-011  0.000E+000  1.010E-005  7.733E-008  2.598E-013  3.728E-013  0.000E+000  4.199E-012  0.000E+000  2.724E-012
   7.943E+016  7.776E-012  0.000E+000  1.369E-006  1.478E-008  4.162E-013  7.512E-013  0.000E+000  7.679E-013  0.000E+000  1.051E-013
   8.913E+016  4.588E-012  0.000E+000  1.070E-007  4.140E-009  1.448E-012  2.554E-012  0.000E+000  1.032E-012  0.000E+000  2.695E-014
   1.000E+017  5.190E-012  0.000E+000  8.736E-009  2.710E-009  4.879E-012  6.975E-012  0.000E+000  1.913E-012  0.000E+000  1.481E-014
   1.122E+017  5.585E-012  0.000E+000  4.120E-009  2.132E-009  1.073E-011  1.183E-011  0.000E+000  2.764E-012  0.000E+000  5.674E-015
   1.259E+017  3.433E-012  0.000E+000  1.944E-009  1.022E-009  1.483E-011  1.300E-011  0.000E+000  3.129E-012  0.000E+000  1.287E-015
