  ** CALCULATED NUMBER DENSITIES (/CM^3) ** 


   RADIUS      H           H+          H-          H2+         H3+         He          He+         HeH+        C-          C+          
   1.413E+016  2.179E-021  4.787E-022  0.000E+000  0.000E+000  3.160E-014  1.537E-021  0.000E+000  1.043E-017  5.415E-016  2.501E-023
   1.585E+016  2.666E-021  3.578E-022  0.000E+000  0.000E+000  4.521E-014  1.630E-021  0.000E+000  1.592E-017  6.313E-016  3.602E-023
   1.778E+016  3.367E-021  2.770E-022  0.000E+000  0.000E+000  6.038E-014  1.748E-021  0.000E+000  2.681E-017  7.861E-016  4.798E-023
   1.995E+016  4.550E-021  2.457E-022  0.000E+000  0.000E+000  8.039E-014  1.981E-021  0.000E+000  4.882E-017  1.058E-015  6.582E-023
   2.239E+016  6.990E-021  2.972E-022  0.000E+000  0.000E+000  1.121E-013  2.399E-021  0.000E+000  9.457E-017  1.535E-015  1.107E-022
   2.512E+016  1.281E-020  5.373E-022  0.000E+000  0.000E+000  1.740E-013  2.998E-021  0.000E+000  1.851E-016  2.341E-015  2.521E-022
   2.818E+016  2.673E-020  1.237E-021  0.000E+000  0.000E+000  3.150E-013  3.542E-021  0.000E+000  3.184E-016  3.443E-015  6.637E-022
   3.162E+016  5.600E-020  3.009E-021  0.000E+000  0.000E+000  6.283E-013  3.495E-021  0.000E+000  4.185E-016  4.215E-015  1.704E-021
   3.548E+016  1.050E-019  7.710E-021  0.000E+000  0.000E+000  1.181E-012  2.731E-021  0.000E+000  4.287E-016  3.866E-015  4.436E-021
   3.981E+016  1.645E-019  2.168E-020  0.000E+000  0.000E+000  1.794E-012  1.778E-021  0.000E+000  3.853E-016  2.669E-015  1.256E-020
   4.467E+016  2.095E-019  6.313E-020  0.000E+000  0.000E+000  2.026E-012  1.037E-021  0.000E+000  3.113E-016  1.469E-015  3.620E-020
   5.012E+016  2.128E-019  1.739E-019  0.000E+000  0.000E+000  1.677E-012  5.505E-022  0.000E+000  2.110E-016  6.521E-016  9.457E-020
   5.623E+016  1.724E-019  4.228E-019  0.000E+000  0.000E+000  1.041E-012  2.520E-022  0.000E+000  1.113E-016  2.212E-016  2.008E-019
   6.310E+016  1.174E-019  8.840E-019  0.000E+000  0.000E+000  4.891E-013  9.808E-023  0.000E+000  4.393E-017  5.494E-017  3.337E-019
   7.079E+016  8.698E-020  1.694E-018  0.000E+000  0.000E+000  1.607E-013  3.891E-023  0.000E+000  1.463E-017  1.117E-017  4.851E-019
   7.943E+016  1.581E-019  3.730E-018  0.000E+000  0.000E+000  3.316E-014  3.936E-023  0.000E+000  8.546E-018  4.426E-018  8.860E-019
   8.913E+016  6.647E-019  2.185E-017  0.000E+000  0.000E+000  7.483E-015  3.046E-022  0.000E+000  1.353E-017  1.173E-017  5.295E-018
   1.000E+017  3.690E-018  2.913E-016  0.000E+000  0.000E+000  5.603E-015  4.231E-021  0.000E+000  2.360E-017  6.551E-017  8.374E-017
   1.122E+017  1.764E-017  1.920E-015  0.000E+000  0.000E+000  8.336E-015  2.622E-020  0.000E+000  4.156E-017  2.126E-016  6.759E-016
   1.259E+017  5.147E-017  5.018E-015  0.000E+000  0.000E+000  1.166E-014  6.634E-020  0.000E+000  7.506E-017  3.382E-016  2.102E-015
   1.413E+017  8.984E-017  5.877E-015  0.000E+000  0.000E+000  9.895E-015  7.984E-020  0.000E+000  9.548E-017  2.858E-016  2.791E-015
   1.585E+017  9.593E-017  3.299E-015  0.000E+000  0.000E+000  4.774E-015  4.896E-020  0.000E+000  7.223E-017  1.336E-016  1.686E-015
   1.778E+017  6.139E-017  8.744E-016  0.000E+000  0.000E+000  1.290E-015  1.519E-020  0.000E+000  3.042E-017  3.387E-017  4.551E-016
   1.995E+017  2.207E-017  1.022E-016  0.000E+000  0.000E+000  1.869E-016  2.266E-021  0.000E+000  6.580E-018  4.398E-018  5.132E-017
   2.239E+017  4.094E-018  4.916E-018  0.000E+000  0.000E+000  1.363E-017  1.535E-022  0.000E+000  6.636E-019  2.743E-019  2.263E-018
   2.512E+017  3.721E-019  9.673E-020  0.000E+000  0.000E+000  4.918E-019  4.665E-024  0.000E+000  2.931E-020  8.069E-021  3.898E-020
   2.818E+017  1.724E-020  8.912E-022  0.000E+000  0.000E+000  2.062E-020  6.826E-026  0.000E+000  5.873E-022  1.192E-022  3.023E-022
   3.162E+017  4.692E-022  2.467E-023  0.000E+000  0.000E+000  7.135E-021  5.494E-028  0.000E+000  8.822E-024  1.002E-024  6.824E-024
   3.548E+017  1.024E-023  1.067E-023  0.000E+000  0.000E+000  3.593E-021  3.148E-030  0.000E+000  1.572E-024  6.173E-027  2.357E-024
   3.981E+017  4.336E-025  5.668E-024  0.000E+000  0.000E+000  1.646E-021  3.130E-032  0.000E+000  7.311E-025  6.675E-029  9.967E-025
   4.467E+017  1.044E-025  2.633E-024  0.000E+000  0.000E+000  6.484E-022  1.839E-033  0.000E+000  3.490E-025  3.680E-030  4.293E-025
   5.012E+017  4.482E-026  1.216E-024  0.000E+000  0.000E+000  2.464E-022  1.718E-034  0.000E+000  1.726E-025  2.992E-031  1.978E-025
   RADIUS      C3N+        C4H2+       MgCN        HMgNC       HC3N        HCCNC+      MgNCH+      HC3N+       HCCNC       C4H3+       



   RADIUS      ClO         CH3ClH+     HNC3        ClO+        C4H3        C3O+        C4H4+       C3O         HC3NH+      NCCN        
   1.000E+014  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000
   1.122E+014  3.561E-026  2.664E-009  1.604E-019  5.486E-035  2.016E-027  2.110E-033  9.522E-033  4.852E-019  5.630E-018  9.118E-012
   1.259E+014  2.115E-025  3.431E-009  4.130E-019  7.995E-034  8.096E-026  1.429E-032  1.172E-031  2.534E-018  4.874E-018  1.838E-011
   1.413E+014  4.695E-025  3.158E-009  6.655E-019  3.153E-033  4.953E-025  3.756E-032  6.580E-031  5.173E-018  5.777E-018  2.675E-011
   1.585E+014  7.393E-025  2.504E-009  9.966E-019  7.412E-033  1.404E-024  7.019E-032  2.318E-030  7.547E-018  8.240E-018  3.414E-011
   1.778E+014  1.041E-024  1.809E-009  1.492E-018  1.368E-032  2.688E-024  1.118E-031  5.699E-030  9.414E-018  1.208E-017  4.088E-011
   1.995E+014  1.437E-024  1.222E-009  2.218E-018  2.265E-032  4.106E-024  1.636E-031  1.091E-029  1.081E-017  1.712E-017  4.749E-011
   2.239E+014  1.987E-024  7.854E-010  3.218E-018  3.582E-032  5.454E-024  2.287E-031  1.761E-029  1.188E-017  2.320E-017  5.468E-011
   2.512E+014  2.736E-024  4.872E-010  4.524E-018  5.550E-032  6.614E-024  3.123E-031  2.524E-029  1.275E-017  3.024E-017  6.345E-011
   2.818E+014  3.730E-024  2.962E-010  6.163E-018  8.475E-032  7.543E-024  4.219E-031  3.326E-029  1.355E-017  3.817E-017  7.534E-011
   3.162E+014  5.047E-024  1.798E-010  8.156E-018  1.279E-031  8.240E-024  5.681E-031  4.125E-029  1.434E-017  4.699E-017  9.282E-011
   3.548E+014  6.831E-024  1.119E-010  1.053E-017  1.914E-031  8.729E-024  7.659E-031  4.890E-029  1.520E-017  5.664E-017  1.200E-010
   3.981E+014  9.336E-024  7.366E-011  1.329E-017  2.866E-031  9.039E-024  1.036E-030  5.605E-029  1.617E-017  6.712E-017  1.640E-010
   4.467E+014  1.297E-023  5.297E-011  1.647E-017  4.324E-031  9.202E-024  1.408E-030  6.257E-029  1.728E-017  7.838E-017  2.373E-010
   5.012E+014  1.832E-023  4.230E-011  2.009E-017  6.611E-031  9.246E-024  1.923E-030  6.844E-029  1.856E-017  9.040E-017  3.615E-010
   5.623E+014  2.606E-023  3.721E-011  2.417E-017  1.023E-030  9.197E-024  2.640E-030  7.369E-029  2.003E-017  1.032E-016  5.736E-010
   6.310E+014  3.648E-023  3.513E-011  2.873E-017  1.586E-030  9.078E-024  3.642E-030  7.835E-029  2.173E-017  1.167E-016  9.344E-010
   7.079E+014  4.877E-023  3.463E-011  3.380E-017  2.409E-030  8.911E-024  5.048E-030  8.251E-029  2.368E-017  1.309E-016  1.534E-009
   7.943E+014  6.069E-023  3.491E-011  3.940E-017  3.499E-030  8.716E-024  7.029E-030  8.627E-029  2.593E-017  1.457E-016  2.486E-009
   8.913E+014  6.952E-023  3.552E-011  4.554E-017  4.767E-030  8.513E-024  9.829E-030  8.975E-029  2.851E-017  1.611E-016  3.896E-009
   1.000E+015  7.345E-023  3.621E-011  5.225E-017  6.042E-030  8.331E-024  1.379E-029  9.315E-029  3.146E-017  1.770E-016  5.809E-009
   1.122E+015  7.232E-023  3.685E-011  5.955E-017  7.136E-030  8.209E-024  1.941E-029  9.680E-029  3.480E-017  1.934E-016  8.167E-009
   1.259E+015  6.721E-023  3.734E-011  6.743E-017  7.904E-030  8.203E-024  2.733E-029  1.012E-028  3.854E-017  2.100E-016  1.081E-008
   1.413E+015  5.970E-023  3.766E-011  7.593E-017  8.284E-030  8.391E-024  3.846E-029  1.073E-028  4.265E-017  2.270E-016  1.352E-008
   1.585E+015  5.123E-023  3.776E-011  8.502E-017  8.287E-030  8.863E-024  5.395E-029  1.164E-028  4.705E-017  2.441E-016  1.608E-008
   1.778E+015  4.286E-023  3.763E-011  9.473E-017  7.981E-030  9.707E-024  7.535E-029  1.302E-028  5.164E-017  2.614E-016  1.834E-008
   1.995E+015  3.521E-023  3.723E-011  1.051E-016  7.453E-030  1.099E-023  1.045E-028  1.507E-028  5.632E-017  2.787E-016  2.019E-008
   2.239E+015  2.855E-023  3.656E-011  1.160E-016  6.791E-030  1.273E-023  1.439E-028  1.800E-028  6.104E-017  2.960E-016  2.158E-008
   2.512E+015  2.296E-023  3.563E-011  1.275E-016  6.072E-030  1.493E-023  1.972E-028  2.197E-028  6.579E-017  3.132E-016  2.252E-008
   2.818E+015  1.837E-023  3.448E-011  1.396E-016  5.350E-030  1.758E-023  2.691E-028  2.715E-028  7.063E-017  3.301E-016  2.301E-008
   3.162E+015  1.464E-023  3.312E-011  1.523E-016  4.662E-030  2.066E-023  3.669E-028  3.368E-028  7.569E-017  3.468E-016  2.312E-008
   3.548E+015  1.165E-023  3.158E-011  1.655E-016  4.031E-030  2.418E-023  4.995E-028  4.173E-028  8.112E-017  3.631E-016  2.289E-008
   3.981E+015  9.265E-024  2.987E-011  1.791E-016  3.466E-030  2.815E-023  6.819E-028  5.148E-028  8.714E-017  3.789E-016  2.236E-008
   4.467E+015  7.362E-024  2.802E-011  1.932E-016  2.968E-030  3.257E-023  9.345E-028  6.313E-028  9.400E-017  3.941E-016  2.160E-008
   5.012E+015  5.849E-024  2.605E-011  2.076E-016  2.534E-030  3.748E-023  1.289E-027  7.693E-028  1.020E-016  4.087E-016  2.066E-008
   5.623E+015  4.646E-024  2.399E-011  2.223E-016  2.160E-030  4.288E-023  1.788E-027  9.317E-028  1.114E-016  4.224E-016  1.958E-008
   6.310E+015  3.690E-024  2.188E-011  2.373E-016  1.838E-030  4.882E-023  2.502E-027  1.122E-027  1.227E-016  4.350E-016  1.839E-008
   7.079E+015  2.931E-024  1.972E-011  2.524E-016  1.561E-030  5.528E-023  3.531E-027  1.342E-027  1.363E-016  4.460E-016  1.715E-008
   7.943E+015  2.328E-024  1.755E-011  2.676E-016  1.323E-030  6.226E-023  5.031E-027  1.595E-027  1.529E-016  4.543E-016  1.588E-008
   8.913E+015  1.849E-024  1.533E-011  2.830E-016  1.115E-030  6.973E-023  7.248E-027  1.883E-027  1.735E-016  4.577E-016  1.463E-008
   1.000E+016  1.469E-024  1.303E-011  2.988E-016  9.278E-031  7.774E-023  1.059E-026  2.224E-027  1.994E-016  4.530E-016  1.345E-008
   1.122E+016  1.167E-024  1.058E-011  3.158E-016  7.519E-031  8.653E-023  1.575E-026  2.740E-027  2.331E-016  4.377E-016  1.243E-008
   1.259E+016  9.265E-025  8.002E-012  3.356E-016  5.809E-031  9.699E-023  2.401E-026  4.121E-027  2.787E-016  4.154E-016  1.171E-008
   1.413E+016  7.356E-025  5.497E-012  3.616E-016  4.178E-031  1.116E-022  3.763E-026  9.034E-027  3.412E-016  4.000E-016  1.150E-008
   1.585E+016  5.837E-025  3.431E-012  4.002E-016  2.772E-031  1.369E-022  6.066E-026  2.393E-026  4.263E-016  4.090E-016  1.213E-008
   1.778E+016  4.628E-025  2.050E-012  4.611E-016  1.734E-031  1.924E-022  1.010E-025  6.017E-026  5.436E-016  4.529E-016  1.401E-008
   1.995E+016  3.664E-025  1.300E-012  5.543E-016  1.060E-031  3.555E-022  1.782E-025  1.430E-025  7.232E-016  5.352E-016  1.769E-008
   2.239E+016  2.895E-025  9.229E-013  6.844E-016  6.447E-032  1.022E-021  3.604E-025  3.740E-025  1.085E-015  6.529E-016  2.377E-008
   2.512E+016  2.278E-025  6.635E-013  8.343E-016  3.890E-032  4.176E-021  9.269E-025  1.192E-024  2.050E-015  7.648E-016  3.273E-008
   2.818E+016  1.783E-025  3.989E-013  8.935E-016  2.432E-032  1.784E-020  2.932E-024  3.854E-024  4.619E-015  7.464E-016  4.433E-008
   3.162E+016  1.385E-025  1.855E-013  7.117E-016  1.777E-032  6.670E-020  9.293E-024  1.076E-023  9.672E-015  5.469E-016  5.673E-008
   3.548E+016  1.064E-025  7.191E-014  4.277E-016  1.692E-032  2.043E-019  2.564E-023  2.890E-023  1.587E-014  3.230E-016  6.645E-008
   3.981E+016  8.039E-026  2.492E-014  2.311E-016  2.044E-032  4.843E-019  6.040E-023  8.450E-023  1.983E-014  1.757E-016  7.004E-008
   4.467E+016  5.944E-026  7.494E-015  1.158E-016  2.793E-032  8.338E-019  1.251E-022  2.507E-022  1.956E-014  8.701E-017  6.626E-008
   5.012E+016  4.267E-026  1.843E-015  4.869E-017  3.932E-032  9.845E-019  2.338E-022  6.402E-022  1.560E-014  3.513E-017  5.689E-008
   5.623E+016  2.950E-026  3.378E-016  1.554E-017  5.385E-032  7.826E-019  3.915E-022  1.187E-021  9.638E-015  1.028E-017  4.542E-008
   6.310E+016  1.951E-026  4.074E-017  3.582E-018  7.153E-032  4.925E-019  6.807E-022  1.566E-021  5.519E-015  2.078E-018  3.457E-008
   7.079E+016  1.230E-026  3.905E-018  7.000E-019  9.879E-032  3.997E-019  1.521E-021  1.725E-021  3.629E-015  3.555E-019  2.541E-008
   7.943E+016  7.382E-027  6.832E-019  3.161E-019  1.550E-031  5.865E-019  6.861E-021  2.611E-021  4.329E-015  1.504E-019  1.801E-008
   8.913E+016  4.183E-027  4.950E-019  1.000E-018  2.527E-031  2.687E-018  6.765E-020  1.590E-020  1.157E-014  4.871E-019  1.228E-008
   1.000E+017  2.174E-027  6.415E-019  6.402E-018  3.327E-031  4.259E-017  5.546E-019  2.984E-019  3.265E-014  3.379E-018  8.019E-009
   1.122E+017  9.912E-028  7.437E-019  2.406E-017  3.123E-031  3.835E-016  2.396E-018  2.953E-018  6.088E-014  1.410E-017  4.951E-009
   1.259E+017  3.780E-028  6.630E-019  4.481E-017  2.081E-031  1.259E-015  5.861E-018  1.093E-017  7.340E-014  2.901E-017  2.838E-009
   1.413E+017  1.148E-028  4.467E-019  4.452E-017  9.850E-032  1.654E-015  9.062E-018  1.648E-017  6.005E-014  3.125E-017  1.480E-009
   1.585E+017  2.629E-029  2.238E-019  2.449E-017  3.237E-032  9.369E-016  9.300E-018  1.071E-017  3.402E-014  1.814E-017  6.875E-010
   1.778E+017  4.280E-030  8.034E-020  7.319E-018  7.075E-033  2.276E-016  6.292E-018  2.947E-018  1.317E-014  5.547E-018  2.773E-010
   1.995E+017  4.629E-031  1.947E-020  1.121E-018  9.725E-034  2.227E-017  2.664E-018  3.209E-019  3.345E-015  8.426E-019  9.447E-011
   2.239E+017  3.086E-032  2.928E-021  8.228E-020  7.863E-035  8.227E-019  6.559E-019  1.297E-020  5.307E-016  5.971E-020  2.637E-011
   2.512E+017  1.163E-033  2.460E-022  2.835E-021  3.457E-036  1.147E-020  8.941E-020  1.955E-022  5.137E-017  1.944E-021  5.822E-012
   2.818E+017  2.253E-035  1.045E-023  4.856E-023  7.557E-038  6.930E-023  6.757E-021  1.276E-024  3.063E-018  3.110E-023  9.781E-013
   3.162E+017  2.007E-037  2.109E-025  4.668E-025  7.397E-040  1.055E-024  2.865E-022  2.344E-026  1.119E-019  2.781E-025  1.196E-013
   3.548E+017  7.288E-040  1.973E-027  3.228E-027  2.889E-042  2.718E-025  6.363E-024  6.463E-027  2.271E-021  1.796E-027  1.014E-014
   3.981E+017  9.506E-043  8.226E-030  3.872E-029  3.975E-045  8.822E-026  3.458E-026  2.175E-027  1.168E-023  2.045E-029  5.657E-016
   4.467E+017  5.969E-046  2.335E-032  2.544E-030  2.532E-048  2.925E-026  1.151E-028  8.685E-028  3.822E-026  1.353E-030  2.280E-017
   5.012E+017  3.807E-049  7.638E-035  2.552E-031  1.616E-051  1.042E-026  4.299E-029  3.992E-028  1.414E-026  1.401E-031  8.491E-019
   RADIUS      ClO         CH3ClH+     HNC3        ClO+        C4H3        C3O+        C4H4+       C3O         HC3NH+      NCCN        



   RADIUS      CH2CHCCH    C2N2+       SiC2        HMgNCH+     HCCNCH+     SiC2+       CH2CHCN+    C4H5+       HC3O        NCCNH+      
   1.000E+014  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000  0.000E+000
   1.122E+014  1.572E-031  2.135E-020  6.579E-014  0.000E+000  1.885E-025  2.101E-019  6.823E-032  8.742E-027  4.803E-019  2.627E-016
   1.259E+014  3.278E-030  2.292E-020  4.578E-013  0.000E+000  9.974E-025  3.497E-019  9.459E-031  1.220E-025  2.511E-018  2.708E-016
   1.413E+014  1.569E-029  2.460E-020  1.058E-012  0.000E+000  2.288E-024  4.379E-019  2.866E-030  3.828E-025  5.130E-018  2.791E-016
   1.585E+014  4.117E-029  2.639E-020  1.672E-012  0.000E+000  4.169E-024  4.982E-019  4.557E-030  6.078E-025  7.487E-018  2.875E-016
   1.778E+014  7.955E-029  2.830E-020  2.212E-012  0.000E+000  7.147E-024  5.404E-019  5.176E-030  6.557E-025  9.342E-018  2.962E-016
   1.995E+014  1.291E-028  3.034E-020  2.647E-012  0.000E+000  1.204E-023  5.697E-019  4.847E-030  5.542E-025  1.073E-017  3.050E-016
   2.239E+014  1.884E-028  3.252E-020  2.971E-012  0.000E+000  1.991E-023  5.900E-019  4.042E-030  3.983E-025  1.179E-017  3.139E-016
   2.512E+014  2.573E-028  3.484E-020  3.192E-012  0.000E+000  3.207E-023  6.045E-019  3.146E-030  2.578E-025  1.266E-017  3.230E-016
   2.818E+014  3.369E-028  3.732E-020  3.322E-012  0.000E+000  5.013E-023  6.153E-019  2.360E-030  1.583E-025  1.345E-017  3.323E-016
   3.162E+014  4.297E-028  3.995E-020  3.378E-012  0.000E+000  7.606E-023  6.239E-019  1.748E-030  9.769E-026  1.424E-017  3.417E-016
   3.548E+014  5.396E-028  4.276E-020  3.374E-012  0.000E+000  1.122E-022  6.312E-019  1.305E-030  6.445E-026  1.509E-017  3.513E-016
   3.981E+014  6.717E-028  4.575E-020  3.324E-012  0.000E+000  1.615E-022  6.378E-019  9.986E-031  4.759E-026  1.605E-017  3.610E-016
   4.467E+014  8.329E-028  4.893E-020  3.238E-012  0.000E+000  2.274E-022  6.440E-019  7.957E-031  3.945E-026  1.715E-017  3.710E-016
   5.012E+014  1.032E-027  5.231E-020  3.128E-012  0.000E+000  3.140E-022  6.500E-019  6.659E-031  3.554E-026  1.841E-017  3.813E-016
   5.623E+014  1.281E-027  5.590E-020  3.000E-012  0.000E+000  4.266E-022  6.558E-019  5.864E-031  3.351E-026  1.987E-017  3.922E-016
   6.310E+014  1.597E-027  5.971E-020  2.861E-012  0.000E+000  5.714E-022  6.616E-019  5.408E-031  3.224E-026  2.155E-017  4.040E-016
   7.079E+014  2.003E-027  6.376E-020  2.716E-012  0.000E+000  7.557E-022  6.673E-019  5.178E-031  3.122E-026  2.348E-017  4.175E-016
   7.943E+014  2.536E-027  6.806E-020  2.568E-012  0.000E+000  9.887E-022  6.730E-019  5.100E-031  3.026E-026  2.570E-017  4.341E-016
   8.913E+014  3.256E-027  7.261E-020  2.419E-012  0.000E+000  1.281E-021  6.787E-019  5.128E-031  2.930E-026  2.826E-017  4.554E-016
   1.000E+015  4.289E-027  7.744E-020  2.273E-012  0.000E+000  1.645E-021  6.844E-019  5.238E-031  2.836E-026  3.117E-017  4.837E-016
   1.122E+015  5.916E-027  8.256E-020  2.130E-012  0.000E+000  2.096E-021  6.903E-019  5.425E-031  2.747E-026  3.448E-017  5.209E-016
   1.259E+015  8.814E-027  8.797E-020  1.992E-012  0.000E+000  2.651E-021  6.962E-019  5.699E-031  2.668E-026  3.817E-017  5.685E-016
   1.413E+015  1.448E-026  9.370E-020  1.859E-012  0.000E+000  3.330E-021  7.022E-019  6.093E-031  2.604E-026  4.224E-017  6.269E-016
   1.585E+015  2.574E-026  9.975E-020  1.732E-012  0.000E+000  4.157E-021  7.083E-019  6.652E-031  2.561E-026  4.659E-017  6.960E-016
   1.778E+015  4.695E-026  1.062E-019  1.612E-012  0.000E+000  5.159E-021  7.147E-019  7.430E-031  2.544E-026  5.113E-017  7.749E-016
   1.995E+015  8.345E-026  1.129E-019  1.498E-012  0.000E+000  6.368E-021  7.212E-019  8.470E-031  2.559E-026  5.576E-017  8.630E-016
   2.239E+015  1.409E-025  1.201E-019  1.390E-012  0.000E+000  7.821E-021  7.280E-019  9.813E-031  2.610E-026  6.043E-017  9.591E-016
   2.512E+015  2.241E-025  1.276E-019  1.288E-012  0.000E+000  9.558E-021  7.350E-019  1.152E-030  2.696E-026  6.513E-017  1.062E-015
   2.818E+015  3.367E-025  1.355E-019  1.193E-012  0.000E+000  1.163E-020  7.424E-019  1.479E-030  2.818E-026  6.992E-017  1.171E-015
   3.162E+015  4.809E-025  1.439E-019  1.104E-012  0.000E+000  1.409E-020  7.500E-019  4.802E-030  2.974E-026  7.493E-017  1.285E-015
   3.548E+015  6.569E-025  1.527E-019  1.020E-012  0.000E+000  1.699E-020  7.580E-019  5.647E-029  3.161E-026  8.030E-017  1.404E-015
   3.981E+015  8.639E-025  1.620E-019  9.422E-013  0.000E+000  2.042E-020  7.663E-019  6.530E-028  3.379E-026  8.626E-017  1.525E-015
   4.467E+015  1.099E-024  1.718E-019  8.693E-013  0.000E+000  2.444E-020  7.750E-019  6.109E-027  3.627E-026  9.304E-017  1.648E-015
   5.012E+015  1.361E-024  1.822E-019  8.014E-013  0.000E+000  2.915E-020  7.840E-019  4.717E-026  3.909E-026  1.009E-016  1.772E-015
   5.623E+015  1.647E-024  1.937E-019  7.382E-013  0.000E+000  3.462E-020  7.934E-019  2.946E-025  4.224E-026  1.102E-016  1.898E-015
   6.310E+015  1.959E-024  2.077E-019  6.795E-013  0.000E+000  4.097E-020  8.031E-019  1.541E-024  4.577E-026  1.214E-016  2.028E-015
   7.079E+015  2.300E-024  2.292E-019  6.252E-013  0.000E+000  4.827E-020  8.131E-019  6.910E-024  4.966E-026  1.349E-016  2.172E-015
   7.943E+015  2.679E-024  2.714E-019  5.752E-013  0.000E+000  5.656E-020  8.237E-019  2.702E-023  5.387E-026  1.513E-016  2.364E-015
   8.913E+015  3.104E-024  3.670E-019  5.299E-013  0.000E+000  6.574E-020  8.356E-019  9.339E-023  5.814E-026  1.717E-016  2.678E-015
   1.000E+016  3.589E-024  5.895E-019  4.906E-013  0.000E+000  7.555E-020  8.520E-019  2.889E-022  6.195E-026  1.976E-016  3.274E-015
   1.122E+016  4.158E-024  1.094E-018  4.593E-013  0.000E+000  8.575E-020  8.800E-019  8.089E-022  6.439E-026  2.319E-016  4.473E-015
   1.259E+016  4.857E-024  2.211E-018  4.396E-013  0.000E+000  9.716E-020  9.322E-019  2.071E-021  6.473E-026  2.792E-016  6.901E-015
   1.413E+016  5.787E-024  4.690E-018  4.367E-013  0.000E+000  1.142E-019  1.024E-018  4.895E-021  6.398E-026  3.465E-016  1.186E-014
   1.585E+016  7.174E-024  1.043E-017  4.573E-013  0.000E+000  1.477E-019  1.176E-018  1.079E-020  6.616E-026  4.435E-016  2.232E-014
   1.778E+016  9.629E-024  2.453E-017  5.122E-013  0.000E+000  2.169E-019  1.419E-018  2.236E-020  7.766E-026  5.884E-016  4.539E-014
   1.995E+016  1.567E-023  6.065E-017  6.211E-013  0.000E+000  3.486E-019  1.819E-018  4.386E-020  1.078E-025  8.301E-016  9.713E-014
   2.239E+016  3.622E-023  1.536E-016  8.237E-013  0.000E+000  5.584E-019  2.532E-018  8.158E-020  1.666E-025  1.337E-015  2.086E-013
   2.512E+016  1.079E-022  3.840E-016  1.214E-012  0.000E+000  7.788E-019  3.996E-018  1.437E-019  2.450E-025  2.700E-015  4.213E-013
   2.818E+016  3.077E-022  9.134E-016  2.033E-012  0.000E+000  7.965E-019  7.448E-018  2.377E-019  3.067E-025  6.606E-015  7.464E-013
   3.162E+016  7.101E-022  1.990E-015  3.807E-012  0.000E+000  5.241E-019  1.674E-017  3.652E-019  3.587E-025  1.604E-014  1.107E-012
   3.548E+016  1.267E-021  3.858E-015  7.374E-012  0.000E+000  2.312E-019  4.578E-017  5.100E-019  4.507E-025  3.330E-014  1.374E-012
   3.981E+016  1.721E-021  6.558E-015  1.360E-011  0.000E+000  7.932E-020  1.362E-016  6.246E-019  5.619E-025  5.696E-014  1.461E-012
   4.467E+016  1.743E-021  9.765E-015  2.297E-011  0.000E+000  2.255E-020  3.828E-016  6.438E-019  5.720E-025  8.080E-014  1.337E-012
   5.012E+016  1.276E-021  1.290E-014  3.569E-011  0.000E+000  4.889E-021  9.838E-016  5.478E-019  4.069E-025  9.569E-014  1.054E-012
   5.623E+016  6.705E-022  1.548E-014  5.444E-011  0.000E+000  6.888E-022  2.422E-015  3.814E-019  1.771E-025  9.249E-014  7.080E-013
   6.310E+016  2.471E-022  1.729E-014  8.639E-011  0.000E+000  5.973E-023  6.216E-015  2.163E-019  5.127E-026  7.517E-014  4.094E-013
   7.079E+016  6.251E-023  1.817E-014  1.715E-010  0.000E+000  3.834E-024  2.252E-014  1.042E-019  1.811E-026  5.386E-014  2.161E-013
   7.943E+016  1.055E-023  1.796E-014  6.150E-010  0.000E+000  5.609E-025  1.461E-013  4.807E-020  3.395E-026  3.683E-014  1.192E-013
   8.913E+016  1.816E-024  1.688E-014  3.375E-009  0.000E+000  8.158E-025  1.052E-012  2.245E-020  3.406E-025  3.151E-014  7.788E-014
   1.000E+017  4.424E-024  1.512E-014  1.373E-008  0.000E+000  3.451E-024  4.668E-012  8.758E-021  3.451E-024  4.979E-014  5.686E-014
   1.122E+017  1.383E-023  1.269E-014  3.044E-008  0.000E+000  9.780E-024  1.160E-011  2.120E-021  1.474E-023  8.691E-014  4.024E-014
   1.259E+017  1.712E-023  9.776E-015  3.822E-008  0.000E+000  1.345E-023  1.843E-011  2.518E-022  2.457E-023  1.004E-013  2.529E-014
   1.413E+017  9.035E-024  6.774E-015  2.997E-008  0.000E+000  8.924E-024  2.094E-011  1.218E-023  1.735E-023  7.065E-014  1.350E-014
   1.585E+017  2.213E-024  4.137E-015  1.575E-008  0.000E+000  2.862E-024  1.791E-011  2.504E-025  5.324E-024  3.055E-014  5.920E-015
   1.778E+017  2.575E-025  2.177E-015  5.703E-009  0.000E+000  4.239E-025  1.154E-011  1.164E-026  6.772E-025  8.091E-015  2.062E-015
   1.995E+017  1.381E-026  9.613E-016  1.388E-009  0.000E+000  2.669E-026  5.370E-012  8.365E-028  3.233E-026  1.263E-015  5.498E-016
   2.239E+017  3.240E-028  3.455E-016  2.086E-010  0.000E+000  6.544E-028  1.650E-012  2.588E-029  5.209E-028  1.097E-016  1.076E-016
